library,composer,arranger,title,envelope,publisher,score_full/cond/oversized,missing_parts,playingtime,comments,column_11,column_12,column_13,column_14,column_15,column_16,column_17,column_18,column_19,column_20,column_21,column_22,column_23,column_24,column_25,column_26
Wind Bands,"Chopin, F",Isaac,Chopin melody - Etude op 10 #3,1-124,Fischer,,,3:00,,,,,,,,,,,,,,,,,
Wind Bands,macdowell,isaac,to a wild rose,1-125,Fischer,full,,2:15,,,,,,,,,,,,,,,,,
Wind Bands,Gallini,Lang,La Sorella,1-126,Mills,,,,,,,,,,,,,,,,,,,,
Wind Bands,Richards,,Emblem of Unity,1-127,Barnhouse,,,,Army ROTC,,,,,,,,,,,,,,,,
Wind Bands,Kistler,Lake-Kent,prelude to Kunihild,1-128,Fischer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Roncal, Simeon",,Marcha 3 de Febrero,1-129,Boosey-Hawkes,cond.,,,translation:march for the 3rd of feb. Belgian concert march,,,,,,,,,,,,,,,,
Wind Bands,Octaviano,Leidzen,Dansa Brasileira,1-130,BMI,,,,,,,,,,,,,,,,,,,,
Wind Bands,Haufrecht,Lang,Parade to the bull ring,1-131,Leeds,,,,,,,,,,,,,,,,,,,,
Wind Bands,Palange,,Drift wood,1-132,Boosey-Hawkes,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Ball, Eric",,Holiday Suite,1-133,Besson 9,full,,9 min. total,,,,,,,,,,,,,,,,,
Wind Bands,"Ball, Eric",,Rhapsody on negro Spirituals,1-134,Besson,full,,8 1/2-9 min,,,,,,,,,,,,,,,,,
Wind Bands,"Ball, Eric",,Salute to Freedom,1-135,R. Smith & Co.,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Chopin, F",Dawson,Les Sylphides,1-136,W. Paxton &co.,,,5 1/2 min,,,,,,,,,,,,,,,,,
Wind Bands,Cimarossa,Wright,Impressario,1-137,Boosey-Hawkes,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Handel, G. F.",Hume,harmonious Black smith,1-138,Boosey - hawkes,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Schubert, Franz",Hebert,Ave maria No. 2,1-138,Boosey-Hawkes,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Holst, Gustav",Herbert,Second Suite in F. Major,1-139,Boosey-Hawkes,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Kabalevsky, Dmitri",Wright,Comedian's Gallop Op. 26 No. 2,1-140,Boosey-Hawkes,,,1.5min,,,,,,,,,,,,,,,,,
Wind Bands,"Mendelssohn, Felix",Wright,Second Organ sonata,1-141,Besson,full,,9 3/4 min,,,,,,,,,,,,,,,,,
Wind Bands,"rubgra, edmund",wright,"variations of ""shining river"" op. 101",1-142,paxton & co.,full,,10 min,,,,,,,,,,,,,,,,,
Wind Bands,"Schubert, Franz",Herbert,"Marche Militaire No. 1,Op. 51",1-143,Boosey-Hawkes,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Smith, Elliott",,entre Mous,1-143,Boosey-Hawkes,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Suppe, Franz Von",Herbert,Pique Dame Overture,1-143,Boosey-Hawkes,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Strauss, Johann",Winterbottom,perpetuum Mobil,1-144,Boosey-Hawkes,,,4 min.,,,,,,,,,,,,,,,,,
Wind Bands,"Borland, J.E.",Short,Coronation Fanfares,1-145,Boosey & hawkes,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Goring, Thomas",Hume,My heart is weary,1-145,Boosey-Hawkes,,,,,,,,,,,,,,,,,,,,
Wind Bands,Hermann,Hume,"Morceau religioso--""Sanctity"" & ""Panis Angelicus""",1-145,Boosey-Hawkes,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Hume, J. Ord",,Let's Rejoice & Loudly Sing,1-145,Boosey-Hawkes,,,,,,,,,,,,,,,,,,,,
Wind Bands,,,set of toasts,1-145,,,,,"chessy, ancient, short ""Dinner & Ceremonial"" English Fanfares",,,,,,,,,,,,,,,,
Wind Bands,"Vaughan-Williams, R",,variataions for brass band,1-147,Boosey-Hawkes,full,,10 min,,,,,,,,,,,,,,,,,
Wind Bands,"Wagner, Richard",Wright,"Die Reen ""the Fairies""",1-148,R. Smith & co.,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Wagner, Richard",,Intro to the 3rd Sct if Lohengrin,1-149,Boosey-Hawkes,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Wright, Denis",,Joan of Arv Overture,1-150,R. Smith & Co.,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Cese, Delle",,Little English Girl,1-151,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"walters, harold",,"Prologue & march, from ""ballet mucis""",1-152,interlochen press,full,,2:30,,,,,,,,,,,,,,,,,
Wind Bands,"Copland, Aaron",,Fanfare for the Common Man,1-153,Boosey&Hawkes,full,,,"Bb trps, F hrns, trbs, tuba, timp,perc,",,,,,,,,,,,,,,,,
Wind Bands,"Pryor, Arthur","Pearson, E.M.",Blue Bells of Scotland,1-155,Carl Fisher,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Stravinsky, Igor","Croley, Randall",Chant Des Bateliers Du Volga,1-158,,,,,,,,,,,,,,,,,,,,,
Wind Bands,,sanders,America The Beautiful & With the Marines,2-003,Ascher,,,,,,,,,,,,,,,,,,,,
Wind Bands,,Yoder,American Melodies,2-004,,,,,Yankee Doodle - When Johnny Vomes marching Home- Battle hymn of the Republic,,,,,,,,,,,,,,,,
Wind Bands,"Miles, Capt. Alfred, and Zimmermann",Yoder,anchors Aweigh,2-006,Robbins Music,,,,,,,,,,,,,,,,,,,,
Wind Bands,Zimmerman,Van Loan,anchors Aweigh,2-007,,,,,,,,,,,,,,,,,,,,,
Wind Bands,Erickson,,Second Symphony - Mvt. 3: Finale,2-023,Bourne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,McCoy,,Lights Out,2-076,Fischer,,,,,,,,,,,,,,,,,,,,
Wind Bands,Lecuona,Yoder,Siboney,2-208,Reist,,,,,,,,,,,,,,,,,,,,
Wind Bands,Anthony,"leonard, Hal",when the saints go marching in,2-248,leonard B. smith,,,,misssing 12/81,,,,,,,,,,,,,,,,
Wind Bands,Karmen,moffit,you've said it all,2-473,Leonard,,,,,,,,,,,,,,,,,,,,
Wind Bands,Erickson,,Land of the Vikings,3-001,Bourne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,Whitcomb,,Cavalcade,3-002,Schirmer,,,,,,,,,,,,,,,,,,,,
Wind Bands,Thompson,,Intermezzo for Band,3-003,Bourne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,Hayden,Gordon,Largo & Menuetto,3-005,Bourne,full,,,from Symp. #88,,,,,,,,,,,,,,,,
Wind Bands,schumann,erickson,variations on a folk song,3-006,Bourne,full,,,w/ narrative,,,,,,,,,,,,,,,,
Wind Bands,"Deniston, Paul",,open doors overture,3-007,Bourne,,,,,,,,,,,,,,,,,,,,
Wind Bands,,Herfurth,snow white fantasy,3-008,Bourne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Frankiser, Carl",,mystic cavern,3-009,Bourne,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Anderson, H.",,Major Domo,3-010,Bourne,,,,,,,,,,,,,,,,,,,,
Wind Bands,watts-Croft,koehler,our god our help in ages past,3-011,Bourne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,Semfatin,,sinfonietta fro band (2nd move),3-012,Bourne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Handel, G. F.",Harris,Larghetto from Concerto Grasso Op. 6 #12,3-013,Bourne,,,,,,,,,,,,,,,,,,,,
Wind Bands,Cacavas,,Fanfare & Scenario,3-014,Bourne,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Carter, Chas.",,Overture in Classical Styoe,3-015,Bourne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,,Leidzen,Holy Holy Holy,3-016,Bourne,,,,,,,,,,,,,,,,,,,,
Wind Bands,Kepner,,"Medieval tournament, A.",3-018,Schirmer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Erickson, Frank",,Irish Folk Song Suite,3-019,Bourne,,,,,,,,,,,,,,,,,,,,
Wind Bands,Erickson,,Little Suite for band,3-020,Bourne,,,,,,,,,,,,,,,,,,,,
Wind Bands,Strickland,,Avant Garde,3-021,Bourne,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,palestrina,gordon,three hymns,3-022,Bourne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Deniston, Paul",,"spring morning, A",3-024,Bourne,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Barnes, James",,Persian carnival,3-025,Bourne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,Barker,,Dansa tambor (bolero),3-026,Wynn,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Erickson, Frank",,Norwegian folk Song Suite,3-026,Bourne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Erickson, Frank",,summer holiday,3-028,bourne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"gardner, read",,two moods for band,3-029,Schirmer,full,,,,,,,,,,,,,,,,,,,
Wind Bands,Whitney,,Dramatic episode,3-030,Bourne,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,Cacayas,,Brass aflame,3-031,Bourne,,,,,,,,,,,,,,,,,,,,
Wind Bands,Erickson,,Legend of the Bells,3-033,Bourne,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Carter, Charles",,Metropolis,3-034,Bourne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,Cacavas,,Danse pavane,3-035,Bourne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,Cacavas,,praeludium,3-038,Bourne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,Erickson,,Second Symphony - Mvt. 2: Intermezzo,3-039,Bourne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,Erickson,,Second Symphony - Mvt. 1: Intrada,3-040,Bourne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,Gordon,,Bourne for band,3-041,Bourne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,Erickson,,symphonette for band,3-042,Bourne,,,,3 movt. Very simple,,,,,,,,,,,,,,,,
Wind Bands,Cacavas,,Reverie,3-043,Bourne,,,,,,,,,,,,,,,,,,,,
Wind Bands,Dana,,"Scenic west, the",3-044,Belwin,full,,,,,,,,,,,,,,,,,,,
Wind Bands,Gordon,,Prelude on an odd rhythm,3-045,Bourne,full,,,5/4 meter-simple,,,,,,,,,,,,,,,,
Wind Bands,"Jones, thad",,Scenes for band,3-047,Bourne,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Mendelssohn, Felix",gordon,three medelssohn chorales,3-048,Bourne,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Gordon, P.",,Andante for Band,3-049,Bourne,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,Erickson,,Air for Band,3-050,Bourne,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,Tarver,,Coronade,3-051,Belwin,full,,,,,,,,,,,,,,,,,,,
Wind Bands,Cacavas,,"Crimson Slipper, the",3-052,Bourne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,Harline,herfurth,when you wish upon a star,3-053,Bourne,,,,elem. Series,,,,,,,,,,,,,,,,
Wind Bands,Jones,,Incantation,3-054,Bourne,,,,,,,,,,,,,,,,,,,,
Wind Bands,"mizzy, vic",C. paul Herfurthy,with a hey  & a Hi & a ho ho ho,3-055,bourne,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Strauss, A",Jones,Festival Hop,3-056,Bourne,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Verrall, John",,"Northern Overture, A",3-057,B.M.C.,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bizet, Georges",barnes,trompette et tambour-Op.22,3-059,bourne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bach, J.S.",Gordon,Grand Finale from Cantate # 207,3-060,Bourne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Handel, G. F.",Gordon,"Minuet from ""samson""",3-061,Bourne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"bach, J.S.",erickson,two marches for band-I. Entr̩e,3-062,Bourne,full,,3:35,,,,,,,,,,,,,,,,,
Wind Bands,"Beethoven, Ludwig van",erickson,two marches for band-II. Opus.45,3-062,Bourne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,Hayden,Harris,Famous largo -Op. 76 #5,3-063,Bourne,,,,,,,,,,,,,,,,,,,,
Wind Bands,Cacavas,,voodance,3-064,Bourne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,Schaefer,,Midnight Matinee,3-065,Bourne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,Erickson,,Toccata for Band,3-066,Bourne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Schubert, Franz",Harris,Death & the maiden,3-067,Bourne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Rrieg, edvard",Whitney,solemn procession,3-068,Bourne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Schaefer, willis",,Overture: Fanfare & Capriccio,3-174,Bourne,,,,,,,,,,,,,,,,,,,,
Wind Bands,,"adapted & arranged by Rhoads, William",3 ballads,3-175,Fischer,,,,1. The little dove returns wounded  2. Cradle song 3. My old car,,,,,,,,,,,,,,,,
Wind Bands,"Cofield, Frank D.",,Coeur D' Alene,3-177,Hal Leonard,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Johnson, & Chaloner",,Divertimento for band,3-179,Bourne,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Mussorgsky, Modest","Eymann, Dale",The great gate of Kiev,3-200,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Piatp, A.R.",Holiday in France,,3-207,Belwin,,,,,,,,,,,,,,,,,,,,
Wind Bands,Thielman,,Blazing Brass,3-212,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"martin, Robert / Pizzuto, Emanuelina",,Come to the Zoo,3-222,Bourne,,,,,,,,,,,,,,,,,,,,
Wind Bands,Erickson,,walt disney overture,3-224,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Thielman, Ronald",,Burst of stars,3-228,Bourne,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Jager, Robert",,Second suite,3-233,Volkwein,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Carter, Charles",,symphonic overture,3-235,Fischer,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"lehar, franz","davis, albert",vilia,3-236,byron-souglas,,,,,,,,,,,,,,,,,,,,
Wind Bands,,"werle, floyd",walt disney band showcase,3-237,Bourne,cond.,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bilik, Erry",,American Civil War Fatasy,3-241,Southern,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Nelhybel, Vaclav",,Ballad,3-251,Christopher Music,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Sousit, J.V.",Fennel,"Black Horse troop, The",3-258,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Taylor, John","Cook, Paul",The Boy from New York City,3-262,Trio Music,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Tchaikovsky, Pyotr Ilyich","osterling, eric",tchaikovsky remembered,3-264,jenson,,,,,,,,,,,,,,,,,,,,
Wind Bands,dorff-panzer,"lowden, bob",through the years,3-265,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Reed, Alfred",,Ballade for E b Alto Saxaphone & band,40-747,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Rossini, G","Herman, Ralph","Intro.,theme & Variations for solo Clari. & band",40-748,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Peck, Russell",,cave of the Winds,40-749,Galaxy Music,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Fanfare for a Great Circle,40-754,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Sousa, John Philip",,stars & stripes forever,40-759,heritage,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bielawa, Harbert",,Concert Fanfare,62-632,Shawnee,Full 7 con.,,4 min,,,,,,,,,,,,,,,,,
Wind Bands,"Bartok, Bela",Gordon,Hungarian Folk Suite,,marks music corp.,,,,Parts missing: envelope 733,,,,,,,,,,,,,,,,
Wind Bands,"Billingsley, William",,puppets parade,,,,,,parts missing: 40-755,,,,,,,,,,,,,,,,
Wind Bands,"Blackshaw, Jodie",,Peace Dancer,,Murphy Music Press,Yes (Oversized),Grab Parts from theile,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,National Chemistry Day (musical Quiz),,manuscript,brown #1,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Night City,,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Scenes from a Childhood,,,,,,parts missing: envelope 732,,,,,,,,,,,,,,,,
Wind Bands,"elbel, louis","balent, andrew",the victors,,Warner Bros.,,,,,,,,,,,,,,,,,,,,
Wind Bands,harburg & arlen,bukvich,wizard of Oz medley,,Manuscript,brown # 24,,,Vocal pts. In brown folder # 23,,,,,,,,,,,,,,,,
Wind Bands,"Ives, Charles",Rhoads,"variations on ""america""",,merion music,,,,parts missing: envelope 736,,,,,,,,,,,,,,,,
Wind Bands,"Rimsky-Korsakov, Nikolai",steinke,variations for oboe & winds ens,,,,,,parts missing 40-756,,,,,,,,,,,,,,,,
Wind Bands,"Sousa, John Philip",Dr. Wm. Revelli,The freelance,,Jenson,,,,Parts missing: envelope 734,,,,,,,,,,,,,,,,
Wind Bands,strauss,"davis, albert",Zueignung,,selection,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,sweenlinck,ricker,"variations on 'mein junges leben hat ein end""",,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"thompson, Virgil","solemn music, a",,,G. Schirmer,full,,,,,,,,,,,,,,,,,,,
Wind Bands,Various,bukvich / Henderson,Christmas Medley,,Manuscript,Brown # 1,,,vocal pts. In brown folder #2 + 3,,,,,,,,,,,,,,,,
Wind Bands,,"Bukvich, Daniel",Sleigh ride,,manuscript,brown #12,,,,,,,,,,,,,,,,,,,
Wind Bands,,,symphonic fantastique,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
