library,composer,arranger,title,envelope,publisher,score_full/cond/oversized,missing_parts,playingtime,comments,column_11,column_12,column_13,column_14,column_15,column_16,column_17,column_18,column_19,column_20,column_21,column_22,column_23,column_24,column_25,column_26
Wind Bands,"Gillis, Don",,Hymn Song for Sunday,446,Bourne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Antonini, alfredo",cacavas,World's Fair March,447,Bourne,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bernstein, Leonard",Duthoit,West Side Story,448,schirner/ chappell,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Holst, Gustav",G. Jacob,Moorside March from the  Moorside Suite,449,boos,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Carter, Charles",,Overture for Winds,450,,cond.,,,,,,,,,,,,,,,,,,,
Wind Bands,"Delibes, Leo",Chidester,La Roi S'Amuse,451,Fischer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Pares, Gabriel",Cailliet,"Veteran's March, The",452,fox,y,,4:22,,,,,,,,,,,,,,,,,
Wind Bands,"Rossini, G",Whear,Il Signor Bruschino,453,Ludwig,2,,5 min.,,,,,,,,,,,,,,,,,
Wind Bands,"Persichetti, Vincent",,Serenade for Band,454,Elkan-Vogel,,,,"pastoral, Humoreske, Mosturne, itermezzo, Capriccio",,,,,,,,,,,,,,,,
Wind Bands,"Bauwene, Joseph",chidester,Overture Belgique,455,Belwin,full.,,5:30,,,,,,,,,,,,,,,,,
Wind Bands,"Barnby, Joseph",lang,Sweet & Low,456,mercury,,,,,,,,,,,,,,,,,,,,
Wind Bands,Grundman,,"Black Knight, The",457,Boosey-Hawkes,2 Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"klein, john",,"Sparrow Bush, The",458,Boosey-Hawkes,1 cond.,,2:30,,,,,,,,,,,,,,,,,
Wind Bands,Puccini,,La Boheme,459,Kjos,cond.,,,,,,,,,,,,,,,,,,,
Wind Bands,"Warlock, Peter","Beeler, W.",Capriol / Suite,460,G. Schirmer,full,,9:00,,,,,,,,,,,,,,,,,
Wind Bands,"Schubert, Franz",Molnar,"Omnipotence, The",461,schirmer,full,,5:00,,,,,,,,,,,,,,,,,
Wind Bands,"Gillis, Jon",,Harvest Clelebration,462,,full,,,"6th Mvt. Of ""the land of Wheat""",,,,,,,,,,,,,,,,
Wind Bands,"Gillis, Don",,"Fields in Summer, The",463,,full,,,"3rd movt. Of ""the land of wheat""",,,,,,,,,,,,,,,,
Wind Bands,Gillis,,"Lazy Days, The",464,,full,,,"4th mvt. Of ""the Land of Wheat""",,,,,,,,,,,,,,,,
Wind Bands,"Bernstein, Leonard",Beeler,Candide Overture,465,Schrmer,full,,4:00,,,,,,,,,,,,,,,,,
Wind Bands,"Weber, C.M. Von",Bennett,"Clarinet Concerto - No. 1, Op. 73",466,Gornston,Condensed,,,First Movement only,,,,,,,,,,,,,,,,
Wind Bands,Whitney,,Nocturne for Trumpet & Band,467,Schirmer,full,,4:50,,,,,,,,,,,,,,,,,
Wind Bands,Moore,,March Forth,468,shapiro Bernstein,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Anderson, Leroy",lang,A Trumpeters Lullaby,469,mills,cond,,,,,,,,,,,,,,,,,,,
Wind Bands,Catel,Goldman,Overture in the Classical Style,470,Mercury,cond.,,,,,,,,,,,,,,,,,,,
Wind Bands,"Anderson, Leroy",,"Rakes of Mallow, The",471,Mills,cond,,3:00,from irish suite,,,,,,,,,,,,,,,,
Wind Bands,"Anderson, Leroy",,"Girl I left Behind Me, The",472,Mills,cond,,3:00,irish suite,,,,,,,,,,,,,,,,
Wind Bands,"Tchaikovsky, Pyotr Ilyich",Lake,The Nutcracker Suite I Mvt. 1-2,473,Fischer,"cond,.",,,#1 -Overture Miniature;#2-march,,,,,,,,,,,,,,,,
Wind Bands,"Tchaikovsky, Pyotr Ilyich",Lake,The nutcracker suite III mvt. 8,474,Fischer,cond.,,,#8- Waltz of the flowers,,,,,,,,,,,,,,,,
Wind Bands,"Tchaikovsky, Pyotr Ilyich",Lake,The Nutcracker Suite II Mvt. 3-7,475,Fischer,cond.,,,33-Arab dance; #4-dance of the sugar plum fairy; #5- russian dance; #6- chinese dance; #7- dance of the reed pipes,,,,,,,,,,,,,,,,
Wind Bands,"Vaughan-Williams, R",,Flourish for Wind Band,476,Oxford uni. Press,full,,1:30,,,,,,,,,,,,,,,,,
Wind Bands,"Dello Joio, Norman",,Variants on a Medieval Tune,477,marks,full,,11:40,,,,,,,,,,,,,,,,,
Wind Bands,Guermo,,"Seńor, Seńor",478,Boosey-Hawkes,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bach, J.S.",Petersen,Mass in B minor: Crucifixus,479,Kendor,Cond.,,4:15,,,,,,,,,,,,,,,,,
Wind Bands,"White, Donald H.",,Miniature Set for Band,480,Shawnee,full,,11:30,,,,,,,,,,,,,,,,,
Wind Bands,"O'Reilly, John",,Music for the Cinema,481,Bourne,full,,4:30,,,,,,,,,,,,,,,,,
Wind Bands,"Reed, Alfred",,Song of Threnos,482,Bourne,full,,8:30,,,,,,,,,,,,,,,,,
Wind Bands,"Jacob, Gordon",,Flag of stars,484,Boosey - hawkes,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Massenet, Jules",Calilliet,Phedre,485,Sam Fox,Cond.,,9:52,,,,,,,,,,,,,,,,,
Wind Bands,"Schuller, Gunther",,Meditation,486,ASS.MUS.PUB,full,,6:00,,,,,,,,,,,,,,,,,
Wind Bands,"Handel, G. F.",,Concerto Grosso Op. 6. #3,487,Nourne,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Erickson, Frank",,Feria,488,Bourne,full,,4:00,,,,,,,,,,,,,,,,,
Wind Bands,"Erickson, Frank",,Notturno,489,Bourne,full,,3:15,,,,,,,,,,,,,,,,,
Wind Bands,"Livingston, david",,Mirage for band,490,Bourne,full,,4:15,,,,,,,,,,,,,,,,,
Wind Bands,"Erickson, Frank",,Chanson & Bourree,491,Bourne,Full,,3:45,,,,,,,,,,,,,,,,,
Wind Bands,"bricetti, T",,Turkey Creek March,492,whitmark,full,,2:30,,,,,,,,,,,,,,,,,
Wind Bands,"Turina, Joacuin","Krance, John.",Five Miniatures,493,ASS.MUS.PUB,full,,8:00,1. Dawn 2. Sleeping village 3. Promenade 4. Approaching Soldiers 5. Fiesta,,,,,,,,,,,,,,,,
Wind Bands,,yoder,Vincent Youman's Fantasy,494,miller music,,,approx. 5 min.,great day more than you know time on my hands without a song drums in my heart,,,,,,,,,,,,,,,,
Wind Bands,"Anderson, Leroy",,Serenata,495,Mills Music,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bach, J.S.",Moeblmann,Prelude & Fugue in Ab,496,Remick,cond.,,3:40,,,,,,,,,,,,,,,,,
Wind Bands,"Copland, Aaron",,Variations on a Shaker Melody,497,Boosey-Hawkes,,,,fr. Appalachian spring,,,,,,,,,,,,,,,,
Wind Bands,"Hayden, J",,March for the Prince of Wales,498,Schirmer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Williams, Clifton",,Dedicatory Overture,499,piedmont Music,full,,8:00,,,,,,,,,,,,,,,,,
Wind Bands,"Morrissey, John J.",,Bravura for Trumpets,500,Piedmont,,,3:;5,,,,,,,,,,,,,,,,,
Wind Bands,"Bizet, Georges","Harding, A Austin.",Carmen - Flower Song,501,Kjos,cond.,,,"For solo cornet, Trombone, Baritone, or Voice",,,,,,,,,,,,,,,,
Wind Bands,"Grainger, Percy Aldridge",Goldman,Handel in the Strand,502,Galaxy Music,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Reed, Alfred",,Symphonic Prelude,503,,,,5:45,"based on ""black is the color of my true love's hair""",,,,,,,,,,,,,,,,
Wind Bands,"Rimsky-Korsakov, Nikolai",harding,"Tsar's Bride, The",504,kjos,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Wagner, Richard",Slocum,Good Friday Spell,505,Mills Music,full,,8:45,,,,,,,,,,,,,,,,,
Wind Bands,"Reed, Alfred",,A Festial Prelude,506,Marks Music,full,,4:45,,,,,,,,,,,,,,,,,
Wind Bands,"Tucci, Terig",,La Bamba De vera Cruz,507,Sam Fox,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Sherman, Richard & Robert",Kostal,Mary Poppins,508,wonderland music,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Gordon, Philip",,New England Chronicle,509,,full,,3:40,"Based on ""Chester"", ""Springfield Mnt"", & ""cape cod Girls"".",,,,,,,,,,,,,,,,
Wind Bands,"Hairston, Jester","Erickson, F.",Elijah Rock,510,Schumann (Bourne),cond.,,,,,,,,,,,,,,,,,,,
Wind Bands,"hanssen, johannes",Bainum,Valdres,511,Boosey-Hawkes,,,,arranged for concert band & optional antiphonal trumpets,,,,,,,,,,,,,,,,
Wind Bands,"Ward, Robert",Leist,Jubilation - An Overture,512,Highgate Press,full,,10:00,,,,,,,,,,,,,,,,,
Wind Bands,"Milhaud, Darius",,Two Marches,513,g. schirmer,full,,,in memoriam:gloria victoribus,,,,,,,,,,,,,,,,
Wind Bands,"Nelhybel, Vaclav",,Andante and Toccata,515,Franco Colombo,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Menotti, Gian Carlo",Lang,Excerpts from Sebastian Ballet,516,Ricordi,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Nelhybel, Vaclav",,Prelude and Fugue,517,Frank Music,full,,4:50,lession plan included,,,,,,,,,,,,,,,,
Wind Bands,"Menotti, Gian Carlo","landg, P","Overture and Caccia, from ""The Last Savage""",518,"Franco colombo, Inc.",full.,,,,,,,,,,,,,,,,,,,
Wind Bands,"Gershwin, George","Krance, John.",An American in Paris,519,Harms,Full,,5:45,,,,,,,,,,,,,,,,,
Wind Bands,"Gould, Morton",yoder,Highlights from Windjammer,520,G.C. music,full,,5 1/4 min,,,,,,,,,,,,,,,,,
Wind Bands,"Nelhybel, Vaclav",,Chorale,521,Franco Colombo,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Chance, John Barnes",,Incantation and Dance,522,Boosey-Hawkes,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Nixon, Roger",,Fiests Del Pacifico,524,Boosey - hawkes,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Dello Joio,Norman",,"Scenes from ""the Louvre""",525,Marks Music,full,,16 min.,,,,,,,,,,,,,,,,,
Wind Bands,"Mancini, Henry","bilik, Jerry",Moon River,526,Famous music Corp.,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Dello Joio, Norman",,From Every Horizon,527,marks music corp.,full,,7:30,,,,,,,,,,,,,,,,,
Wind Bands,"Kennan, Kent",,Night Soliloquy,528,Fischer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Nelhybel, Vaclav",,Trittico,528,franco colombo,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Villa Lobos, Heitor","Reed, Alfred",Bachianas Brasileiras Suite No. 4,529,Franco Colombo,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Benson, Warren",,Transylvania Fanfare,530,templeton,full,,3:00,,,,,,,,,,,,,,,,,
Wind Bands,"Hindemith, Paul",,Symphony in B♭ for conert band,531,B. Schott's sohne,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bassett, Leslie",,"Designs, Images, and textures",532,C.F. Peters,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Giannini, Vittorio",,Symphony No. 3 for Band,533,franco colombo,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Chance, John Barnes",,Variations on a Korean Folk Song,534,Boosey-Hawkes,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Grainger, Percy Aldridge",,Hill Song No. 2,535,Leeds,Full,,4:30,,,,,,,,,,,,,,,,,
Wind Bands,"Katchaturian, Aram",,Armenian Dances,536,Leeds,,,7:00,,,,,,,,,,,,,,,,,
Wind Bands,"Spohr, Louis",,"Notturno for Turkish Band, Op. 34",537,Broude,full,,30-35 min.,,,,,,,,,,,,,,,,,
Wind Bands,"Brahms, Johannes",isaac,"Symphony No. 4, Mvt. 3in E minor op. 98",539,Belwin,full,,,allegro giocoso,,,,,,,,,,,,,,,,
Wind Bands,Harpham & Nestico,nestico,"Silver Quill, the",540,Volkwein Bros.,cond.,,2:10,,,,,,,,,,,,,,,,,
Wind Bands,"Gould, Morton",,Sympnony for Band,541,G & C music corp,full,,16:00,"2 mvt. 1 epitaphs, 2. Marches",,,,,,,,,,,,,,,,
Wind Bands,"hill, William",,Men of Custer,541,Byron-Douglas,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Moszkowski, Moritz","Vitto, Ben",Dansa Espanola,542,Byron - Douglas,,,3:30,,,,,,,,,,,,,,,,,
Wind Bands,"Ployhar, James",,A Balm in Gilead,543,Byron - Douglas,,,,,,,,,,,,,,,,,,,,
Wind Bands,"phillips, peter",,Washington March,544,murbo,full & conden,,,ABA,,,,,,,,,,,,,,,,
Wind Bands,"Moore, Donald",,Rise and Shine,545,Bourne,full& cond.,,,,,,,,,,,,,,,,,,,
Wind Bands,"Schein, Johann",,Motet in the Italian Style,546,Bourne,full&cond.,,,,,,,,,,,,,,,,,,,
Wind Bands,"Strauss, Richard","Gates, John",Concerto No. 1 for Horn,547,,,,,arr. For Tuba solo,,,,,,,,,,,,,,,,
Wind Bands,"Walker, Richard",,Levantine March,548,Bourne,Cond.,,4:20,,,,,,,,,,,,,,,,,
Wind Bands,Poulenc,,Three Movements from Les biches,549,Theodore Presser Co.,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Arnold, Malcolm","johnstone, M.",English Dances for Band,550,Mills Music,,,,,,,,,,,,,,,,,,,,
Wind Bands,"rodgers, bernard",,Tribal Drums,551,presser co.,full,,,21 copies,,,,,,,,,,,,,,,,
Wind Bands,"Shostakovich, Dimitri",,Festive Overture Op. 96,553,MCA,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Vaughan Williams, Ralph",,Toccata Marziale,554,Boosey-Hawkes,,,,,,,,,,,,,,,,,,,,
Wind Bands,"rodger, barnard",,Three Japanese Dances,555,presser co.,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Williams, Clifton",,Concertino,556,Summy-Birchard Pub.,Full,,,Percussion Section feature,,,,,,,,,,,,,,,,
Wind Bands,"Telemann, G.P","reed, al",Suite in A minor,557,southern,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Mailman, Martin",,Liturgical Music for Band,558,Mills,,,10:00,,,,,,,,,,,,,,,,,
Wind Bands,"swann, donald",seiler/miller,Two Moods for Tuba,559,,,,,solo tuba & band,,,,,,,,,,,,,,,,
Wind Bands,"Sousa, John Phillip","F, Fennell",Minnesota March,560,Sam Fox,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Debussy, Claude",Nelson,Sarabande,561,Barnhouse,,,4:00,,,,,,,,,,,,,,,,,
Wind Bands,"Fletcher, Grant",,O Childe Swete,562,Byron- Douglas,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Nelhybel, Vaclav",,Festivo,563,Colombo,full,,6 min,,,,,,,,,,,,,,,,,
Wind Bands,donizetti & rossini,"townsend, D",two marches fot the sultan abdul medjid,564,mercury,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bielawa, Harbert",,spectrum,565,Shawnee,,,6:00,,,,,,,,,,,,,,,,,
Wind Bands,"Dahl, Ingolf",,sinfonietta,570,Broude,full,,17:00,,,,,,,,,,,,,,,,,
Wind Bands,"Handel, G. F.",ham. Hon-henry,water music,571,chappell,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Villa lobos, Heitor",Lucien Calliet,Bachianas Brasileiras No. 2 (exerpt),575,"Ricordi, G.",,,,Aria: The Song of Our country (see folder #640),,,,,,,,,,,,,,,,
Wind Bands,"Erh, Donald",,stargazing,600,merion music,,,,electronic tape w/ band,,,,,,,,,,,,,,,,
Wind Bands,"Persichetti, Vincent",,Chorale Prelude: Turn not they face,601,Elkan-Vogel,Full,,4:30,,,,,,,,,,,,,,,,,
Wind Bands,"Seitz, Ronald",Reed,"march ""Granddioso""",602,Southern,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Vaughan-Williams, Ralph",,Scherzo Alla Marcia,603,Oxford u. Press,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Nixon, Roger",,Refections,604,Mercury,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Davis, Thomas",,Requiem & Ritual,605,Creative Music,full,,,brass choir with Percussion,,,,,,,,,,,,,,,,
Wind Bands,"Higgins, John",,Impressions,606,Creative Music,,,,Woodwind Choir w/ Percussion,,,,,,,,,,,,,,,,
Wind Bands,"Fibich, Zdenek",spinney,Poem,607,Byron-Doug;as,cond.,,,,,,,,,,,,,,,,,,,
Wind Bands,"Foster, Stephen",Butts,Jeanie with the Light Brown Hair,608,Byron - Douglas,cond.,,,,,,,,,,,,,,,,,,,
Wind Bands,"Otto, Richard",,Captains & Kings,609,Byron - Souglas,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bowles, Richard",,Heat Lightning,610,FitzSimons,,,,,,,,,,,,,,,,,,,,
Wind Bands,"christensen, james",,trumpets in stereo,615,Hal Leonard publ. Cor.,cond.,,2:00,trumpet quartet of section with band,,,,,,,,,,,,,,,,
Wind Bands,"Wagner, Richard",G.C.Ba ium,Liebestod,616,Kjos,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Anderson, Leroy",,Bugler's Holiday,617,Mills,,,2:30,Trumpet trio with band,,,,,,,,,,,,,,,,
Wind Bands,"MacDermot, Galt","Whitcomb, Ken","Hair, selections from",618,united artists,cond,,5:30,,,,,,,,,,,,,,,,,
Wind Bands,"McBeth, william F.",,Masque,619,southern,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Husa, Karl",,Music for Praque 1968,620,assoc. music Pub.,full,,18:30,,,,,,,,,,,,,,,,,
Wind Bands,"brant, henry",,verticals ascending,622,M.C.A. music,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Benson, Warren",,The leaves are Falling,623,Marks,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Effinger, Cecil",,Interlude on a Blues Tune,624,Canyon Band Library,cond.,,,,,,,,,,,,,,,,,,,
Wind Bands,"Holst, Gustav","Gordon, Jacob","A Mooriside Suite - Scherzo, Nocturne, and March",625,Boosey-Hawkes,full& cond.,,14:00,1.Scherzo  2. Nocturne  (37-625)  Moorish march (32-449),,,,,,,,,,,,,,,,
Wind Bands,"Villa Lobos, Heitor",Hebert,Aria from Bachianas Brasileiras No. 5,625,assoc. Music Pub.,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Grainger, Percy Aldridge",ericson,"Children's march ""over the hills and far away""",626,Schirmer,Full & con.,,7min,,,,,,,,,,,,,,,,,
Wind Bands,"McBeth, william F.",,"Divergents, a short symphony for symphonic band",627,southern,full & cond.,,13.5 min,,,,,,,,,,,,,,,,,
Wind Bands,"Nixon, Roger",,Prelude & fugue,628,Fischer,full 7 cond.,,7 min.,,,,,,,,,,,,,,,,,
Wind Bands,"Chance, John Barnes",,Blue ake,629,Boosey-Hawkes,Full and con.,,,,,,,,,,,,,,,,,,,
Wind Bands,"Surinach, Carlos",,Sinfonietta flamenca,630,assoc. Music Pub.,full,,9 1/2 min.,4 mvt.,,,,,,,,,,,,,,,,
Wind Bands,"Bach, J.S.",Moeblmann,Ricercare,631,Alfred Music,,,6;15,from das Musikalsche Opfer,,,,,,,,,,,,,,,,
Wind Bands,"Ployhar, James",,Processional march,633,Bryon-Douglas,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Whear, Paul",,stonehenge symphony,634,ludwig music pub.,full 7 con.,,17 min.,"many, many percussion parts",,,,,,,,,,,,,,,,
Wind Bands,"Nelhybel, Vaclav",,suite concertante,635,franco colombo. Pub,cond,,,,,,,,,,,,,,,,,,,
Wind Bands,"Tchaikovsky, Pyotr Ilyich",Lake,1812 Overture Solennelle,636,Fischer,Cond.,,,,,,,,,,,,,,,,,,,
Wind Bands,"Elgar, Edward",spinney,Salut d'Amour,637,Byron-douglas,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Aiken, Hugh",,suite in six,638,Elkan-Vogel,full & con.,,9 min,,,,,,,,,,,,,,,,,
Wind Bands,"Respighi, Ottorino",,Huntingtower Ballad,639,Franco Colombo,full,,6:45,2 copies,,,,,,,,,,,,,,,,
Wind Bands,"lobos, hector villa",Calliet,"song of our country, the",640,franco colombo,full,,,from Bachianas brasileiras No. 2 (see also folder # 575),,,,,,,,,,,,,,,,
Wind Bands,"Brewer, Bob",,Chatterbox,641,Byron-Douglas,cond.,,,,,,,,,,,,,,,,,,,
Wind Bands,"tull, fisher",,toccata,642,Boosey-Hawkes,full,,10 1/2 min,,,,,,,,,,,,,,,,,
Wind Bands,"pearspn, Robert",,Impressions,643,Alfred Music,Full & cond.,,13:25,,,,,,,,,,,,,,,,,
Wind Bands,"McBeth, william F.",,Chant & Jubilo,644,Southern,cond.,,6;50,missing piccolo oboe,,,,,,,,,,,,,,,,
Wind Bands,,"Ployhar, James",Battle Hymn of the republic,645,Byron - Douglas,Cond.,,,,,,,,,,,,,,,,,,,
Wind Bands,"stewart, J",,march Jumo,646,Shawnee,full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Dvorak, Robert",,El Anillo Guatemalteco,647,Franco Colombo,Full,,15:00,Translation: The Guatemalan Ring,,,,,,,,,,,,,,,,
Wind Bands,"Shostakovich, Dmitri",Hunsberger,Folk Festival,648,,full,,2:35,"from the motion picture ""the gadfly""",,,,,,,,,,,,,,,,
Wind Bands,"Surinach, Carlos",,Ritmo Jondo,649,assoc Music,full& cond.,,8;00,,,,,,,,,,,,,,,,,
Wind Bands,"Mailman, Martin",,Geometrics No. 1,650,Souther music co.,,,5 min,,,,,,,,,,,,,,,,,
Wind Bands,"Orff, Carl","Krance, John.",Carmina Burana,651,Schott music corp.,a and b,,,,,,,,,,,,,,,,,,,
Wind Bands,"Villa lobos, Heitor",Herbert,Bachinas Brasileiras No. 5 - exerpt,652,Assoc. Music,Full,,,Aria,,,,,,,,,,,,,,,,
Wind Bands,"Elgar, Edward","Grundman, Clare",Pomp & Circumstance,653,Boosey-Hawkes,,,,theme from march #1,,,,,,,,,,,,,,,,
Wind Bands,"Bencriscutto, Frank",,Jazz march,654,Shawnee Press,full,,,A braxilian percussion feature,,,,,,,,,,,,,,,,
Wind Bands,"Mutchler, Ralph",,Concerto Grosso for Jazz combo & Band,655,KSM,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Ginastera, Alberto",,Danza Final,656,Boosey & hawkes,,,,1978 MENC Convention recording,,,,,,,,,,,,,,,,
Wind Bands,"Copland, Aaron",Hindsley,El Salon Mexico,657,Boosey-Hawkes,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,"Brahms, Johannes","Buehlman, B.",Blessed are they,658,Ludwig Music,both,,5:15,,,,,,,,,,,,,,,,,
Wind Bands,"Sousa, John Phillip",Fennell,Pride of the Wolverines,659,Sam Fox,cond.,,3:30,,,,,,,,,,,,,,,,,
Wind Bands,"Ives, Charles","Elkus, J.",Circus Band,660,Peer International,full,,3:00,1978 Menc Convention recording,,,,,,,,,,,,,,,,
Wind Bands,"Stravinsky, Igor","Nelson, Robert",Ebony Concerto,661,Edwin H. Morris,,,,Clarinet Solo with Band,,,,,,,,,,,,,,,,
Wind Bands,Janacek,,Sinfonietta,662,Theodore Presser Co.,min.,,25 min.,,,,,,,,,,,,,,,,,
Wind Bands,"Husa, Karl",,Concerto,663,AMP,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Strauss, Richard",,Don Juan,664,,Full,,,,,,,,,,,,,,,,,,,
Wind Bands,Holesovsky,,Africana,665,Heritage Music,,,7.5 min.,,,,,,,,,,,,,,,,,
Wind Bands,"Rhoads, William E.",,Five Bagatelles,666,MCA Music,cond.,,6 min.,,,,,,,,,,,,,,,,,
Wind Bands,"Beethoven, Ludwig van",Reynolds,Five short pieces for wind Ensemble,667,G. Schirmer,,,10 min.,,,,,,,,,,,,,,,,,
Wind Bands,Thielman,,Second suite,668,Bourne,,,5 min 15 sec,,,,,,,,,,,,,,,,,
Wind Bands,"Handel, G. F.",Slocum,Intro. & Fugue,669,Bourne,,,"4 min. 45 sec,",,,,,,,,,,,,,,,,,
Wind Bands,"Ives, Charles",Brion,"Variations on ""Jerusalem the Golden""",670,assoc. Music Pub.,full,,3 min 40 sec,,,,,,,,,,,,,,,,,
Wind Bands,snyder,,variationsfor wind ensemble,671,G. Schirmer,,,7 min.,,,,,,,,,,,,,,,,,
Wind Bands,"Riegger, Wallingford",,New Dance,672,assoc. Music Pub.,full,,5 min.,,,,,,,,,,,,,,,,,
Wind Bands,Guarnieri,Brandebury,Dansa Brasileira,673,Assoc. music Pub.,,,3 min.,,,,,,,,,,,,,,,,,
Wind Bands,"Husa, Karl",,Al Fresco,674,assoc. Music Pub.,,,,,,,,,,,,,,,,,,,,
Wind Bands,,,,675,G. Schirmer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Dello Joio, Norman",,Satiric Dances for a Comedy (by Aristophanes),676,assoc. Music Pub.,,,7 min.,,,,,,,,,,,,,,,,,
Wind Bands,Holst,Boyd,Capriccio,677,G. Schirmer,,,6 min,,,,,,,,,,,,,,,,,
Wind Bands,"Ives, Charles",Brion,March:Omega lambda Chi,678,ASS.MUS.PUB,,,2 min. 55 sec,,,,,,,,,,,,,,,,,
Wind Bands,"Lasso, Orlando Di","Peterson, Hal",Motet,679,Blixt,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Johnston, Donald",,Fantasy in the Baroque manner,680,Bourne,,,3min 40sec,,,,,,,,,,,,,,,,,
Wind Bands,Reynolds,,Scenes,681,Schirmer,,,17 min.,,,,,,,,,,,,,,,,,
Wind Bands,"Bock, Jerry","Burden, James",Fiddler on the roof - selections,682,valando music Inc.,,,,,,,,,,,,,,,,,,,,
Wind Bands,Smedvig,,Jambeaux,683,Saga Music Press,,,3 min. 15sec.,,,,,,,,,,,,,,,,,
Wind Bands,"hummel, J.N.",,trumpet concerto,684,robert king,full,,16-30min.,,,,,,,,,,,,,,,,,
Wind Bands,"Copland, Aaron",,the red pony,685,Boosey-Hawkes,,,15 min.,suite from the film,,,,,,,,,,,,,,,,
Wind Bands,"Walch, Lien, Clark",Baker,The lonely Spaniard,686,manuscript,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Strauss, Richard",Hindsley,a hero's Life,687,Manuscripts,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bach, J.S.",Hinsley,Air (from the D Major suite),688,Manuscript,,,,Air 'on the G string',,,,,,,,,,,,,,,,
Wind Bands,"Schuller, Gunther",,symphony for brass & persussion,689,Shawnee,,,,4 mvt.,,,,,,,,,,,,,,,,
Wind Bands,"Weill, Kurt",,Little Threepenny Music,690,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Crowley, Randall",,Concerto for Flute & Metal Orchestra,691,"Joseph Boonin, Inc",Full,,17:30,Flute solo w/ low brass & percussion,,,,,,,,,,,,,,,,
Wind Bands,"Persichetti, Vincent",,masquerade for band,692,elkan - Vogel,full,,12:00,,,,,,,,,,,,,,,,,
Wind Bands,"Sousa, John Philip",,George Washington Bicentennial march,693,sam fox,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Weber, C.M. Von","Snavely, Jack",Fantasia & Ronda,694,Kendor,cond.,,8:00,B b clarinet solo w/ band,,,,,,,,,,,,,,,,
Wind Bands,"Handy, W.C.","Cesana, Otto",sounding brass & tinkling cymbals,695,handy brothers,cond.,,,,,,,,,,,,,,,,,,,
