library,composer,arranger,title,publisher,b-81.0,score,missing_parts,comments,drawer,type,column_12,column_13,column_14,column_15,column_16,column_17,column_18,column_19,column_20,column_21,column_22,column_23,column_24,column_25,column_26
Orchestra,"Adler, Samuel",,Concertina,Schirmer,A 6.0,,,,1,String,,,,,,,,,,,,,,,
Orchestra,"Albinoni, Tomaso",,Sonata a Cinque Op. 5 #9,Boosey & Hawkes,A 2.1,,,,1,String,,,,,,,,,,,,,,,
Orchestra,"Albinoni, Tomaso","Kolneder, Walter","Concerto A Major for String Orchestra Op 7, #7",Eulenburg,A-1,Full,,,1,Concerto/String,,,,,,,,,,,,,,,
Orchestra,"Albinoni, Tomaso","Kolneder, Walter",Concerto per 2 oboi e archi Op. 9 No. 3,Eulenburg,A-2,Full,,,1,Concerto,,,,,,,,,,,,,,,
Orchestra,"Anderson, Leroy",,"Plink, Plank, Plunk!",,A 3.1,,,,,,,,,,,,,,,,,,,,
Orchestra,"Anderson, Leroy",,A Christmas Festival,Mills,A 3.3,Full,,,1,Holiday,,,,,,,,,,,,,,,
Orchestra,"Anderson, Leroy",,Promenade,Mills,A-3,Full,,,1,Misc.,,,,,,,,,,,,,,,
Orchestra,"Anderson, Leroy",,Sleigh Ride,,S 40.1,,,,,,,,,,,,,,,,,,,,
Orchestra,"Arensky, Anton","Kramer, Walter",Suite in Canon Form Op. 65,Witmark & Sons,A-4,Full,,,1,Strings/Suite,,,,,,,,,,,,,,,
Orchestra,"Arensky, Anton","Maganini, Q.",Variations on a Theme by Tschaikowsky,Ed. Musicus,A-5,Full,,,1,Strings,,,,,,,,,,,,,,,
Orchestra,"Bach, C.P.E.",Steinberg,Concerto in D Major,Kalmus,B-1,Full,,,1,Concerto,,,,,,,,,,,,,,,
Orchestra,"Bach, C.P.E.","Oberdoerffer, F.",Sinfonia in C Major,Robert Lienau,B-2,Full,,,1,Strings,,,,,,,,,,,,,,,
Orchestra,"Bach, C.P.E.",,Concerto for Flute in D Minor,,B-27.2,,,,,,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.",,Brandenburg Concerto No. 5,Broude,B-10,Full,,,1,Concerto,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.",,Cantata No. 51,Kalmus,B-10.1,,,,1,With Chorus,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.",,"""Christ lag in Todesbanden"" Cantata No. 4",,B-11,Full,,,1,Cantata,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.",,Christmas Oratorio (Weihnachts - Oratorium),Kalmus,B-12 (A & B),,,,1,Chorus & Orchestra,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.","Gordon, Philip","""From ill Do Thou Defend Us"" Chorale Prelude",Bourne,B-13,Full,,,1,Chorale,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.","Cilliet, Lucien",Fugue in G Minor (The Little),Fischer,B-14,Piano-Conductor,,,1,Misc.,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.","Grant, Francis",Fuge in G Minor (The Little),Concert Music,B-15,,,,1,Misc.,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.",Straube,Magnificat,Peters,B-16,,,,1,With Chorus,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.",,Mass in B Minor,Kalmus,B-17,Piano Reduction,,,1,With Chorus,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.",Reger,"O Man, Bewail Thy Grievous Sin",Associated,B-18,Full,,,1,Strings,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.","Campbell-Watson, F.",Passacagli and Fugue in C Minor,Witmark & Sons,B-19,,,,1,Strings,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.",,Piano Concerto in D Minor,Kalmus,B-20,Full,,,1,Concerto,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.",,Organ Concerto in A Minor,Associated Music Pub.,B-20.1,,,,1,Concerto,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.",Abert,"Prelude, Choral & Fugue",Fischer,B-21,Full,,,1,With Chorus,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.",Demarest,Prelude & Fugue in D Minor,Witmark & Sons,B-22,Full,,,1,Misc.,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.",FAB,Sonata,Manuscript,B-23,None,,,1,Sonata,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.",,Suite No. 1 in C Major,Kalmus,B-24,Full,,,1,Suite,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.",,"Concerto in C minor for oboe, violin, and strings",Barenreiter-Verlag,B-24.5,Full,,,2,Concerto,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.",,Overture (Suite) No. 3,Broude Brothers,B-24.6,No Score,,,2,Suite,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.",,Concerto for Two Pianos in C Major,Kalmus,B-25,Full,,,1,Concerto,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.",,Violin Concerto,,B-26,,,"This is the A Minor Violin Concerto transposed to G Minor. Only one copy of each for Violin I, Violin II, Viola & Cello.",1,Concerto,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.","Campbell-Watson, F.",We All Believe In One True God,Witmark & Sons,B-27,Full,,,1,Strings,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.",,Sinfonia,Luck's,B-27.1,,,,1,Strings,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.",Stokowski,Adagio from Toccata and Fugue in C,Broude,B-3,Full,,,1,Misc.,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.","Coffman, Phil",Adagio,Manuscript,B-4,Full,,,1,Misc.,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.",,Air,Photocopies,B-5,Full,,,1,Strings,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.",Damrosch,A Mighty Fortress Is Our God,Witmark & Sons,B-6,Full,,,1,"Misc,",,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.",,Brandenburg Concerto No. 1,Kalmus,B-6,,,,1,,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.",,Brandenburg Concerto No. 2,Broude,B-7,Full,,,1,Strings,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.",,Brandenburg Concerto No. 3 - G Major,Forest L. Etling,B-8,Full,,,1,Strings,,,,,,,,,,,,,,,
Orchestra,"Bach, J.S.",,Brandenburg Concerto No. 4,Kalmus,B-9,,,,1,Concerto,,,,,,,,,,,,,,,
Orchestra,"Balakirev, Mily",Stoessel,Song of the Volga Boatmen,Birchard,S-33.0,Piano/Conductor,,,10,Misc.,,,,,,,,,,,,,,,
Orchestra,"Barber, Samuel",,"Second Essay, Op. 17",Schirmer,B-28,Full,,,1,Misc.,,,,,,,,,,,,,,,
Orchestra,"Barber, Samuel",,"Adagio for Strings, Op. 11",Luck's,B-28.1,,,,1,Strings,,,,,,,,,,,,,,,
Orchestra,"Barlow, Wayne",,The Winter's Passed,C. Fischer,B-29,Full,,,1,Strings,,,,,,,,,,,,,,,
Orchestra,"Bartok, Bela","Willner, Arthur",Romanian Folk Dances,Boosey & Hawkes,B-30,Full,,,1,Suite,,,,,,,,,,,,,,,
Orchestra,"Beethoven, Ludwig van",,Choral Fantasy,Kalmus,B-31,full,,,1,with chorus & piano,,,,,,,,,,,,,,,
Orchestra,"Beethoven, Ludwig van",,Consecration of the House - Overture to,Luck's,B-32,,,,1,overture,,,,,,,,,,,,,,,
Orchestra,"Beethoven, Ludwig van",,Die Geschoepfe des Prometheus - Overture,,B-33,,,"See another edition on the title ""The Men of Prometheus""",1,overture,,,,,,,,,,,,,,,
Orchestra,"Beethoven, Ludwig van",,Egmont Overture,Fisher,B-34,,,,1,overture,,,,,,,,,,,,,,,
Orchestra,"Beethoven, Ludwig van",,King Stephan Overture,Boosey & Hawkes,B-35,full,,,1,overture,,,,,,,,,,,,,,,
Orchestra,"Beethoven, Ludwig van",Chas. J. Roberts,"Leonore Overture Op 72, No. 3",Fischer,B-36,Piano-cond.,,See also B-37,1,overture,,,,,,,,,,,,,,,
Orchestra,"Beethoven, Ludwig van",,"Leonore No. 3, overture",Kalmus,B-37,,,"Inoomplete. See also, B-36",1,overture,,,,,,,,,,,,,,,
Orchestra,"Beethoven, Ludwig van",,Messe in C Major,Breitkopf & Hartels/ Some Kalmus,B-38,,,,1,With Chorus,,,,,,,,,,,,,,,
Orchestra,"Beethoven, Ludwig van","Winter, Aubrey",Men of Prometheus,,B-39,Piano-Conductor,,"See another edition under the title, ""Die Geschoepfe des Prometheus - Overture""",2,Misc.,,,,,,,,,,,,,,,
Orchestra,"Beethoven, Ludwig van",,Concerto No. 3 for Piano,Kalmus,B-40,,,,2,concerto,,,,,,,,,,,,,,,
Orchestra,"Beethoven, Ludwig van",,"Concerto No. 4, op. 58, for Piano",Luck's Music Library,B-41,Full,,,2,Concerto,,,,,,,,,,,,,,,
Orchestra,"Beethoven, Ludwig van",,"Concerto No. 5 for piano, op. 73",Kalmus and Breitkopf & Hartel,B-42,,,,2,concerto,,,,,,,,,,,,,,,
Orchestra,"Beethoven, Ludwig van",,"Symphony No. 1 in C Major, Op. 21",Breitkopf & Hartel & Kalmus,B-43,,,,2,Symphony,,,,,,,,,,,,,,,
Orchestra,"Beethoven, Ludwig van",,"Symphony No. 2 in D Major, Op. 36",Peters,B-44 (A & B),,,,2,Symphony,,,,,,,,,,,,,,,
Orchestra,"Beethoven, Ludwig van",,"Symphony No. 3 ""Eroica"" in E-flat Major, Op. 55",Peters,B-45.0 (A & B),,,,2,Symphony,,,,,,,,,,,,,,,
Orchestra,"Beethoven, Ludwig van",,"Symphony No. 4, Op. 60",Kalmus,B-46.0,Full,,,2,Symphony,,,,,,,,,,,,,,,
Orchestra,"Beethoven, Ludwig van",,Symphony No. 5,,B-47.0,,,Not Complete,2,,,,,,,,,,,,,,,,
Orchestra,"Beethoven, Ludwig van",,"Symphony No. 6 ""Sinfonia Pastorale"" in F Major, Op. 68",Kalmus & Breitkopf & Hartel,B-48.0,,,,2,Symphony,,,,,,,,,,,,,,,
Orchestra,"Beethoven, Ludwig van",,Symphony No. 7,Peters,B-49.0 (A & B),,,,2,Symphony,,,,,,,,,,,,,,,
Orchestra,"Beethoven, Ludwig van",,"Symphony No. 8 in F Major, Op. 93",Hampton,B-50.0 (A & B),Full,,,2,Symphony,,,,,,,,,,,,,,,
Orchestra,"Beethoven, Ludwig van","Castellini, John E. & Stringham, Edwin",Twelve Contredances Vol. I (1-6),Music Press Inc.,B-51.0,Full,,,2,Misc.,,,,,,,,,,,,,,,
Orchestra,"Beethoven, Ludwig van",,"Concerto for Violin in D Major, Op. 61",Kalmus,B-52.0,Full,,,2,Concerto,,,,,,,,,,,,,,,
Orchestra,"Bellini, Vincenzo",,"Hear Me, Norma",Leo Feist,V-4.0 (A & B),,,Album of Operatic Airs - Filed under Verdi - Aida,11,Misc.,,,,,,,,,,,,,,,
Orchestra,"Berlioz, Hector",,"3 Orchestra Pieces from ""Damnation of Faust""",Kalmus,B-52.5,Score Only,,,2,,,,,,,,,,,,,,,,
Orchestra,"Berlioz, Hector",,Hungarian March (Ungarischer Marsch) Op. 24,Breitkopf & Hartel,B-53.0,,,,2,March,,,,,,,,,,,,,,,
Orchestra,"Berlioz, Hector",,Roman Carnival - Overture,Breitkopf & Hartel,B-54.0,,,,2,Overture,,,,,,,,,,,,,,,
Orchestra,"Berlioz, Hector",,Symphonie Fantastique,Lucks,B-54.1 A & B,,,,2,Full,,,,,,,,,,,,,,,
Orchestra,"Bizet, George","Zamecnic, J.S.",,Sam Fox,B-55.0,,,,2,misc,,,,,,,,,,,,,,,
Orchestra,"Bizet, George",,"""Carmen"" Micaela Aria - Je dis, que",Lucks,B-56.0,full,,,2,misc.,,,,,,,,,,,,,,,
Orchestra,"Bizet, George",,Carmen - Sequidilla and Duet,Lucks,B-57.0,full,,,2,misc.,,,,,,,,,,,,,,,
Orchestra,"Bizet, George",,Carmen Suite No. 1,Kalmus,B-58.0,full,,,2,Suite,,,,,,,,,,,,,,,
Orchestra,"Bizet, George",,Carmn Suite No. 1,Fischer,B-59.0,,,,2,Suite,,,,,,,,,,,,,,,
Orchestra,"Bizet, George",,Carmen Suite No. 2,Broude,B-60.0,,,,2,Suite,,,,,,,,,,,,,,,
Orchestra,"Bizet, George",,Carmen - Toreador Song,Lucks,B-61.0,full,,,2,misc.,,,,,,,,,,,,,,,
Orchestra,"Bizet, George",,L'Arlesienne Suite No. 1,Fischer/Kalmus,B-62.0,piano/conductor,,,2,Suite,,,,,,,,,,,,,,,
Orchestra,"Bizet, George",,L-Arlesienne Suite No. 2,Schirmer,B-63.0,Violin - Conductor,,,2,Suite,,,,,,,,,,,,,,,
Orchestra,"Bizet, George","Isaac, Merle J.",L'Arlseienne Suite No. 2 - Farandole,Lucks,B-63.3,full,,,2,Suite,,,,,,,,,,,,,,,
Orchestra,"Bizet, George",,Symphony No. 1,Universal,B-64,full,,,2,Symphony,,,,,,,,,,,,,,,
Orchestra,"Bizet, George",,Carmen - Toreador's Song,Leo Feist,V-40.0 (A & B),,,Album of Operatic Airs - filid under Verdi - Aida,11,misc.,,,,,,,,,,,,,,,
Orchestra,"Bocchenini, Luigi",,Cello Concerto in Bb Major,Kalmus,B-64.5,,,one complete set of (single) parts,3,,,,,,,,,,,,,,,,
Orchestra,"Boieldieu, François-Adrien",Roberts,Caliph of Bagdad,Fischer,B-65.0,Piano/Conductor,,,2,Overture,,,,,,,,,,,,,,,
Orchestra,"Bolzoni, Giovanno",Dasch,Minuetto,Fitzsimmons Co.,B-66.0,,,,2,Strings,,,,,,,,,,,,,,,
Orchestra,"Borodin, Alexander",,On the Steppes of Central Asia,Schirmer,B-67.0,Piano/Coductor,,,2,Misc.,,,,,,,,,,,,,,,
Orchestra,"Borodin, Alexander",,Symphony No. 2,Kalmus,B-68.0 (A & B),Full,,,3,Symphony,,,,,,,,,,,,,,,
Orchestra,"Brahms, Johannes",,Academic Festival Overture,Breitkopf & Hartel,B-69.0,,,,3,Overture,,,,,,,,,,,,,,,
Orchestra,"Brahms, Johannes",,,Kalmus,B-70.0,,,,3,Concerto,,,,,,,,,,,,,,,
Orchestra,"Brahms, Johannes","Matesky, Ralph",Hungarian Dance No. 1 in G Minor,Chappell,B-71.0,Full,,,3,Misc.,,,,,,,,,,,,,,,
Orchestra,"Brahms, Johannes",,"Serenade No. 1 in D Major, Op. 11",Breitkopf & Hartel,B-72.0,Full,,,3,Misc.,,,,,,,,,,,,,,,
Orchestra,"Brahms, Johannes",,"Symphony No. 1 in C Minor, Op. 68",Breitkopf & Hartel,"B-73 (A, B & C)",Full,,,3,Symphony,,,,,,,,,,,,,,,
Orchestra,"Brahms, Johannes",,"Symphony No. 3 in F Major, Op. 90",Kalmus,B-75.0,,,,3,Symphony,,,,,,,,,,,,,,,
Orchestra,"Brahms, Johannes",,"Tragic Overture, Op. 81",Kalmus,B-75.0,Full,,,3,Overture,,,,,,,,,,,,,,,
Orchestra,"Brahms, Johannes",,Variations on a Theme by Joseph Haydn,Kalmus,B-76.0,,,,3,Misc.,,,,,,,,,,,,,,,
Orchestra,"Britten, Benjamin",,,Boosey & Hawkes,B-77.0,,,,3,Suite,,,,,,,,,,,,,,,
Orchestra,"Bruch, Max",,"Violin Concerto in G Minor, Op. 26",Broude Brothers,B-78.0,,,,3,Concerto,,,,,,,,,,,,,,,
Orchestra,"Bukvich, Daniel",,Scalp Dance,,B 81.0,,,,,,,,,,,,,,,,,,,,
Orchestra,"Bukvich, Daniel",,Fantasy for Two Marimbas and Orchestra,Manuscript,B-79.0,Full,,,3,Concerto,,,,,,,,,,,,,,,
Orchestra,"Bukvich, Daniel",,Gershwin Finale,Manuscript,B-80.0,,,,3,Chorus with Orchestra,,,,,,,,,,,,,,,
Orchestra,"Cacavas, John",,Overtura Concertante,,C-1.0,Full,,"""B"" Set",3,Overture,,,,,,,,,,,,,,,
Orchestra,"Cadman, Charles",,American Suite,Composers Press,C-2.0,Full,,,3,Suite,,,,,,,,,,,,,,,
Orchestra,"Catalani, Alfredo",,"La Wally - ""Abben? Ne Andro Lontana""",Kalmus,C-3.0,Full,,For Soprano,3,Misc.,,,,,,,,,,,,,,,
Orchestra,"Chabrier, Emmanuel","Roberts, Chas. J.",Espana Rhapsody,Fischer,C-4.0,Piano/Conductor,,,3,Misc.,,,,,,,,,,,,,,,
Orchestra,"Chadwick, George W.",,Jubilee and Noel,Schirmer,C-5.0,,,,3,Misc.,,,,,,,,,,,,,,,
Orchestra,"Chopin, Fredrich",,"Concerto for Piano No. 2 in F Minor, Op. 21",Breitkopf & Hartel,C-6.0,Full,,,3,Concerto,,,,,,,,,,,,,,,
Orchestra,"Cimorosa, Domenico",Winter,Three Brothers - Overture,Boosey & Hawkes,C-7.0,Piano/Conductor,,,3,Overture,,,,,,,,,,,,,,,
Orchestra,"Copeland, Aaron",,Rodeo - Buckaroo Holiday,Boosey & Hawkes,C-10.0,Full,,,3,Suite,,,,,,,,,,,,,,,
Orchestra,"Copeland, Aaron",,Rodeo - Hoe Down,Boosey & Hawkes,C-11.0,Full,,,3,Suite,,,,,,,,,,,,,,,
Orchestra,"Copeland, Aaron",,Rodeo - Saturday Night Waltz,Boosey & Hawkes,C-12.0,Full,,,3,Suite,,,,,,,,,,,,,,,
Orchestra,"Copeland, Aaron",,Fanfore for the Common Man,,c-12.1,,,,3,Winds only,,,,,,,,,,,,,,,
Orchestra,"Copeland, Aaron",,An Outdoor Overture,Boodey & Hawkes,C-8.0,Full,,,3,overture,,,,,,,,,,,,,,,
Orchestra,"Copeland, Aaron",,Quiet City,Boodey & Hawkes,C-9.0,Full,,"For strings, trumpet and english horn",3,Misc.,,,,,,,,,,,,,,,
Orchestra,"Corelli, Arcangelo","Bruni, Massino","Sonata da Chiesa Op. 3, No. 12",Gugliemo Zanibon,C-15.7,Full,8 Min.,,3,String,,,,,,,,,,,,,,,
Orchestra,"Corelli, Archangelo",A Medeo de Filippi,Adagio,Concord Music,C-13.0,Full,,Wind Parts Avilable,3,String,,,,,,,,,,,,,,,
Orchestra,"Corelli, Archangelo",,"Concerto Grosso, Op. 6, No. 4",Lucks,C-14.0,,,,3,Concerto,,,,,,,,,,,,,,,
Orchestra,"Corelli, Archengelo",,"Concerto Grosso No. 8 ""Christmas Concerto",Associated,C-15.0,Piano,,,3,Concerto,,,,,,,,,,,,,,,
Orchestra,"Corigliano, John",,Elegy for Orchestra,Schirmer,C-16.0,Full,,,3,Misc.,,,,,,,,,,,,,,,
Orchestra,"Couperin, Francois",Milhaud,"""La Sultana"" Suite - Overture & Allegro",Elkan-Vogel,C-17.0,Piano/Conductor,,,3,Overture/Suite,,,,,,,,,,,,,,,
Orchestra,"Crumb, George",,Echoes of Time and The River,Kalmus,c-25.0,Score Only,,,3,Full,,,,,,,,,,,,,,,
Orchestra,"Daniels, M.L.",,Elegy,Etling,D-23.0,,,,3,Strings,,,,,,,,,,,,,,,
Orchestra,"Daniels, M.L.",,Pendelton Suite,Etling,D-24.0,,,,3,Strings,,,,,,,,,,,,,,,
Orchestra,"Dasch, George",,Colonial Dance,Fitzsimmons,D-1.0,Full,,,3,Misc.,,,,,,,,,,,,,,,
Orchestra,"De Prosse, Angelo",Isaac,Petite Bourree,Fischer,D-10.0,Full,,,4,Misc.,,,,,,,,,,,,,,,
Orchestra,"Debussy, Claude",,Bergamasque Suite - Claire de Lune,Elkan-Vogel,D-2.0,Piano/Conductor,,,3,Misc.,,,,,,,,,,,,,,,
Orchestra,"Debussy, Claude",,La Mer,Kalmus,D-3.0 (A & B),Full,,,3,Misc.,,,,,,,,,,,,,,,
Orchestra,"Debussy, Claude",,"Nocturnes - Nuages, Fetes, Sirenes",Kalmus,D-4.0 (A & B),Full,,,4,Misc.,,,,,,,,,,,,,,,
Orchestra,"Debussy, Claude",,Petite Suite,Lucks,D-5.0,Full,,,4,Suite,,,,,,,,,,,,,,,
Orchestra,"Debussy, Claude",,Prelude to an Afternoon of a Faun,Kalmus,D-6.0,Full,,,4,Misc.,,,,,,,,,,,,,,,
Orchestra,"Delibes, Léo",,Coppelia - Valse Lente,Leo Feist,V-4.0 (A & B),,,Album of Operatic Airs - filed under Verdi - Aida,11,Waltz,,,,,,,,,,,,,,,
Orchestra,"Delius, Fredrick",,2 Pieces for Small Orchestra,Oxford University Press,D 7.1,,,,4,Strings,,,,,,,,,,,,,,,
Orchestra,"Delius, Fredrick",Beecham,The Walk to the Paradise Garden,Boosey & Hawkes,D-7.0,Piano/Conductor,,,4,Misc.,,,,,,,,,,,,,,,
Orchestra,"Dello Joio, Norman",,Lyric Fantisies for Viola Solo & String Orchestra,Associated Music,D- 9.0,Full,,,4,String,,,,,,,,,,,,,,,
Orchestra,"Dello Joio, Norman",,Choreography - Thee Dances for String Orchestra,Edward B Marks Music,D-8.0,Full,,,4,String,,,,,,,,,,,,,,,
Orchestra,"Devienne, Francois","Szebenyi, Janos",Concerto No. 8 in G Major for Flute and Orchestra,Boosey & Hawkes,D-11.0,Full,,,4,Concerto,,,,,,,,,,,,,,,
Orchestra,"Diamond, David",,Rounds for String Orchestra,Elkan-Vogel,D-12.0,Full,,,4,String,,,,,,,,,,,,,,,
Orchestra,"Donizetti, Gaetano",,,Lucks,D-13.0,Full,,,4,Misc.,,,,,,,,,,,,,,,
Orchestra,"Dorati, Antal",,La Vie Parisienne (themes by Offenbach),,D-14.0,Piano/Conductor,,,4,Overture,,,,,,,,,,,,,,,
Orchestra,"Dubensky, Arcady",,Old Russian Soldiers,Associated,D-15.0,Full,,,4,Strings,,,,,,,,,,,,,,,
Orchestra,"Dukas, Paul","Miller, Donald",Villanelle for Horn and Orchestra,Kalmus,D-16.0,None,,,4,Solo,,,,,,,,,,,,,,,
Orchestra,"Dvořák, Antonín",,Carneval- Overture,Kalmus,D-16.0,,,,4,Overture,,,,,,,,,,,,,,,
Orchestra,"Dvořák, Antonín",,Concerto for Cello,Lucks,D-17.0,,,,4,Concerto,,,,,,,,,,,,,,,
Orchestra,"Dvořák, Antonín","Isaac, Merle J.",New World Symphony - 1st Movement,Belwin Mills,D-17.5,,,,4,Symphony,,,,,,,,,,,,,,,
Orchestra,"Dvořák, Antonín",,"Serenade for Strins, Op. 22",Kalmus,D-18.0,Full,,,4,Stings,,,,,,,,,,,,,,,
Orchestra,"Dvořák, Antonín",,"Symphony No. 4 in G Major, Op. 88",Kalmus,D-20.0,,,,4,Symphony,,,,,,,,,,,,,,,
Orchestra,"Dvořák, Antonín",,,Kalmus,D-21.0,,,,4,Symphony,,,,,,,,,,,,,,,
Orchestra,"Dvořák, Antonín",,Largo from Symphony No. 5,Carl Fischer,D-21.1,,,,4,Symphony,,,,,,,,,,,,,,,
Orchestra,"Dvořák, Antonín",,"Othello Overture, Op. 93",Lucks,D-22.0,,,,4,Overture,,,,,,,,,,,,,,,
Orchestra,"Dvořák, Antonín","Kopp, Rudolph","Sinfonietta in G Major, ""From the Western World""","Silver, Burdett & Co.",D.19.0 (A & B),Full,,,4,Sinfonietta,,,,,,,,,,,,,,,
Orchestra,"Elgar, Edward","Glenn, H.W.",,Boosey & Hawkes,E-1.0,Piano/Conductor,,,4,March,,,,,,,,,,,,,,,
Orchestra,"Elgar, Edward","Schmid, Adolf","Pomp & Circumstance, No. 1 in D, Op. 39",Boosey & Hawkes,E-2.0,,,,4,March,,,,,,,,,,,,,,,
Orchestra,"Elgar, Edward",,Serenade for String Orchestra,Lucks,E-2.5,,,,4,,,,,,,,,,,,,,,,
Orchestra,"Elgar, Edward",,"Serenade for Strings, Op. 20",Kalmus,E-2.5,,,,4,String,,,,,,,,,,,,,,,
Orchestra,"Enesco, Georges",,"Romanian Rhapsody No. 1, Op. 11",Kalmus,E-4.0,,,,4,Misc.,,,,,,,,,,,,,,,
Orchestra,"Erickson, Frank",,Air for Orchestra,Bourne,E-5.0,Full,,,4,Misc.,,,,,,,,,,,,,,,
Orchestra,"Faure, Gabrielle",,Pavane,Kalmus,F-1.0,,,,4,Misc.,,,,,,,,,,,,,,,
Orchestra,"Flagello, Nicolas",,Concerto for String Orchestra,General Music Pub.,F-2.0,Full,,,4,Concerto,,,,,,,,,,,,,,,
