Library,Composer,Arranger,Title,Drawer,Envelope,Copies,Score Type,Publisher,Performance Date,PlayingTime,Score (Full/Cond/Oversized),Comments
Wind Ensemble,"mizzy, vic",C. paul Herfurthy,with a hey  & a Hi & a ho ho ho,14,3-55,,elem,bourne,,,,
Wind Ensemble,Moehlmann,,King John,24,175,,Tone Poem,Fischer,,5:00-6:00,,
Wind Ensemble,"Molloy, J.L.",Vinter,"Kerry Dance, the",32,425,,,Boosey-Hawkes,,,,
Wind Ensemble,"Montenegno, Hugo","Tatgenhorst, John",Fanfare,43,876,,,C.L. Barnhouse,,,,2 complete sets
Wind Ensemble,Moore,,Bandwagon,1,1-17,,March,Remick,,3:15,,
Wind Ensemble,Moore,,march forth,33,468,,,shapiro Bernstein,,,,
Wind Ensemble,Moore,,march Winds,2,1-65,,concert march,Bourne,,3:00,,
Wind Ensemble,"Moore, D",,Marcho Poco,27,280,,concert march,Mills,,2:30,,
Wind Ensemble,"Moore, Donald",,rise & shine,,545,,concert march,Bourne,,,full& cond.,
Wind Ensemble,"Morrissey, John J.",,"American weekend, An",24,177,,Suite,Witmark,,8:30,,
Wind Ensemble,"Morrissey, John J.",,Bravura for Trumpets,34,500,,3 solo tot. & band,Piedmont,,3:;5,,
Wind Ensemble,"Morrissey, John J.",,Caribbean fantasy,24,176,,,,,,,
Wind Ensemble,"Morrissey, John J.",,Carnival Day in New Orleans,28,293,,Descriptive,Remick,,6:45,,
Wind Ensemble,"Morrissey, John J.",,Carribean Fantasy,24,176,,Fantasy,Marks,,5:30,,
Wind Ensemble,"Morrissey, John J.",,Ceremonial march,28,306,,Processional March,Remick,,4:15,,
Wind Ensemble,"Morrissey, John J.",,"French Quarter, the",24,178,,suite,remick,,7:00 -7:45,,
Wind Ensemble,"Moszkowski, Moritz","Vitto, Ben",Dansa Espanola,35,542,,,Byron - Douglas,,3:30,,
Wind Ensemble,"Moszkowski, Moritz",Waln,Etude Caprice,1,1-35,,Clarinet & band,Belwin,,,,
Wind Ensemble,"Mozart, W.A.",Barrow,Marriage of Figaro,43,849,,,,,,,
Wind Ensemble,"mozart, W.A.","holcombe, bill",symphony in G minor-1st mvt.,39,707,,symphonic,chater,,,full,
Wind Ensemble,"Mozart, W.A.","sansone, Lorenzo",Concerto # 1,43,864,,,Southern Music,,,,Horn Solo w/band
Wind Ensemble,"Mozart, W.A.","Smith, Leonard",Magic Flute (exerpts),44,904,,,Detroit Concert band,,,,
Wind Ensemble,"Muller,Robert",,Felicitas Overture,25,183,,Overture,Barnhouse,,,,
Wind Ensemble,"Mussorgsky, Modest","Eymann, Dale",The great gate of Kiev,1,3-200,,,,,,,
Wind Ensemble,"Mussorgsky, Modest",Gardner,"night on Bald Mnt., A",1,1-4,,,staff,,,,
Wind Ensemble,"Mussorgsky, Modest",Leidzen,"Coronation scene from ""Boris Gudanov""",25,182,,operatic Excerpts,Marks,,9:00,,
Wind Ensemble,"Mussorgsky, Modest",Leidzen,Pictures at an exhibition - part 1,24,179,,suite,Fischer,,13:00,full,"contens: I Promenade, II the old Castle, III Tuileries, IV Bydlo, V Ballet of the Unhatched Chicks"
Wind Ensemble,"Mussorgsky, Modest",Leidzen,Pictures at an exhibition - part 2,24,180,,suite,Fischer,,5:25,cond.,"contents:VI the market Place at limoges, VII Catacombs"
Wind Ensemble,"Mussorgsky, Modest",Leidzen,Pictures at an exhibiton - part 3,25,181,,suite,Fischer,,4:00,cond.,"contents: VIII the hut of Baba-Yaga, IX the grat gate of Kiev"
Wind Ensemble,"Mussorgsky, Modest","Leidzen, Erik",Boris Gudanov - Coronation Scene,25,182,,Opera exerpt,marks,,9:00,,
Wind Ensemble,"Mutchler, Ralph",,Concerto Grosso for Jazz combo & Band,38,655,,,KSM,,,Full,
Wind Ensemble,Naylor,,Symphoney #2,46,966,scores,,Swan River,,,,
Wind Ensemble,"Nelhybel, Vaclav",,Andante and Toccata,34,515,,,Franco Colombo,,,Full,
Wind Ensemble,"Nelhybel, Vaclav",,Ballad,18,3-251,,,Christopher Music,,,,
Wind Ensemble,"Nelhybel, Vaclav",,Chorale,34,521,,,Franco Colombo,,,Full,
Wind Ensemble,"Nelhybel, Vaclav",,Festivo,36,563,,band,Colombo,,6 min,full,
Wind Ensemble,"Nelhybel, Vaclav",,Finale,39,705,,Patriotic,Christopher Music,,2:45,full,Symphonic band & antiphonal trumpets
Wind Ensemble,"Nelhybel, Vaclav",,Prelude & fugue,34,517,,,Frank Music,,4:50,full,lession plan included
Wind Ensemble,"Nelhybel, Vaclav",,suite concertante,37,635,,suite,franco colombo. Pub,,,cond,
Wind Ensemble,"Nelhybel, Vaclav",,Suite from Bohemia,49,1058,,,Hal-Leonard,,,,
Wind Ensemble,"Nelhybel, Vaclav",,Symphonic Movement,48,1011,,,,,,,
Wind Ensemble,"Nelhybel, Vaclav",,trittico,35,528,,,franco colombo,,,full,
Wind Ensemble,"Nelson, Ron",,Courtly Airs and Dances,49,1054,,,Ludwig,,,,
Wind Ensemble,"Nelson, Ron",,Homage to Machaut,46,956,,Symphonic Band,Boosey-Hawkes,,,,3rd mut from Medieval Suite
Wind Ensemble,"Nelson, Ron",,Homage to Perotin,44,891,,,Boosey-Hawkes,,,,
Wind Ensemble,"Nelson, Ron",,Passacaglia (Homage on B-a-c-H),44,885,,,Ludwig,,,,
Wind Ensemble,"Nelson, Ron",,Savannah River Holiday,40,730,,overture,Fischer,,,,
Wind Ensemble,"NewBury, Russell",,Noah,,833,,,Manuscript,,,,
Wind Ensemble,"NewBury, Russell",,Overture,45,928,,,,,,,
Wind Ensemble,Newman,Bennett,Conquest,28,311,,Triumphal march,Robbins,,,Full,
Wind Ensemble,"Nicolai, Otto",Halle,merry Wives of Windsor,25,184,,Overture,Ditson,,,,
Wind Ensemble,"Niehaus, Lennie",,Windom Ridge Rhapsody,47,979,,,,,,Full,
Wind Ensemble,"Nielson, Carl",,Masquerade Overture,,810,,,Wilhelm Hansen,,,,
Wind Ensemble,"Nixon, Roger",,Prelude & fugue,37,628,,,Fischer,,7 min.,full 7 cond.,
Wind Ensemble,"Nixon, Roger",,Refections,36,604,,,Mercury,,,full,
Wind Ensemble,"Nixon, Roger",,Fiests Del Pacifico,34,524,,,Boosey - hawkes,,,full,
Wind Ensemble,nolan,bennett,tumbling tumble weeds,3,1-106,,western pop,williamson,,3:00,,
Wind Ensemble,Octaviano,Leidzen,Dansa Brasileira,3,1-130,,,BMI,,,,
Wind Ensemble,"Ogden, Gene",,Grand Tetons,27,285,,Symphonic Poem,Boosey - hawkes,,,full,
Wind Ensemble,Olivadoti,,Avalon nights,1,1-8,,Overture,Rubank,,,,
Wind Ensemble,Olivadoti,,"Caballero, El",17,1-33,,Spanish March,Rubank,,4:00,,
Wind Ensemble,Olivadoti,,El Caballero,1,1-33,,Spanish March,Rubank,,4:00,,
Wind Ensemble,O'Neill,,Silver cord,25,185,,overutre,Schirmer,,7:15,full,
Wind Ensemble,"O'Reilly, John",,music for the cinema,33,481,,,Bourne,,4:30,full,
Wind Ensemble,"Orff, Carl","Krance, John.",Carmina Burana,38,"651 a,b",,,Schott music corp.,,,,
Wind Ensemble,Osser,,Beguine for band,28,316,,Latin,EMS,,4:05,,
Wind Ensemble,Osser,,Bolero for Band,32,433,,Latin,Leeds,,,,
Wind Ensemble,"Otto, Richard",,Captains & Kings,36,609,,,Byron - Souglas,,,,
Wind Ensemble,paccini,,vissi d'arte,,761,,,leonard B. smith,,,,
Wind Ensemble,Padilla,Lang,el relicario,1,1-31,,Paso Doble,Mills,,3:30,,
Wind Ensemble,Padilla,Lang,"Relicario, El",17,1-31,,Paso Doble,Mills,,3:30,,
Wind Ensemble,Palange,,Drift wood,3,1-132,,,Boosey-Hawkes,,,,
Wind Ensemble,palestrina,gordon,three hymns,13,3-22,,,Bourne,,,full,
Wind Ensemble,"Panella, Louis",,paramount Overture,25,186,,Overture,Wolkwein,,,,
Wind Ensemble,"Pares, Gabriel",Cailliet,"veteran's march, the",33,452,,,fox,,4:22,y,
Wind Ensemble,"Pares, Gabriel",Chidester,Pax et labor - (Peace & Production),25,187,,Overture,Fox,,,full,
Wind Ensemble,"Paulson, John",,Epinicion,41,784,,Contempory,Neil A. Kjos Music Co.,,6 min.,,
Wind Ensemble,"pearspn, Robert",,Impressions,37,643,,,Alfred Music,,13:25,Full & cond.,
Wind Ensemble,"Peck, Russell",,cave of the Winds,,40-749,,,Galaxy Music,,,,
Wind Ensemble,"Penn, william",,A cornfield in July,45,908,,,,,,,
Wind Ensemble,"Perkins, Frank",Werle,Fandango,28,313,,Latin,Mills,,3:40,,
Wind Ensemble,"Persichetti, Vincent",,Chorale Prelude: Turn not they face,36,601,,Chorale,Elkan-Vogel,,4:30,Full,
Wind Ensemble,"Persichetti, Vincent",,divertimento for band Op. 92,25,188,,Suite,Ditson (presser),,,Full,
Wind Ensemble,"Persichetti, Vincent",,masquerade for band,39,692,,,elkan - Vogel,,12:00,full,
Wind Ensemble,"Persichetti, Vincent",,O cool is the valley,39,712,,,elkan - Vogel,,6:00,full,missing 2nd Horn part
Wind Ensemble,"Persichetti, Vincent",,Pageant,29,326,,Concert Modern,Fischer,,6:30,full & cond.,
Wind Ensemble,"Persichetti, Vincent",,Psalm for band,29,317,,,Pikeron,,7:05,cond.,
Wind Ensemble,"Persichetti, Vincent",,Serenade for band,33,454,,,Elkan-Vogel,,,,"pastoral, Humoreske, Mosturne, itermezzo, Capriccio"
Wind Ensemble,"Persichetti, Vincent",,symphony for band,30,368,,,Elkan-Vogel,,,full,4 mvt.
Wind Ensemble,"Persichetti, Vincent",,turn not thy face:chorale prlude,36,601,,,Elkan-Vogel,,,,
Wind Ensemble,Phillips,Lang,scycraper fantasy,30,352,,selcetion,mills,,5:00,,
Wind Ensemble,"Phillips, Donald",lang,Conerto in Jazz,25,189,,piano 7 band,Mills,,8:30,,
Wind Ensemble,"phillips, peter",,"washington, arch",35,544,,,murbo,,,full & conden,ABA
Wind Ensemble,"Piatp, A.R.",Holiday in France,,17,3-207,,,Belwin,,,,
Wind Ensemble,"Pierne, Gabriel",beeler,march of the leaden soliers,25,191,,march,Boosey-Hawkes,,,,
Wind Ensemble,"Pierne, Gabriel",Chayette,In the Cathedral,25,190,,transcription,"Schirmer, G.",,,cond.,
Wind Ensemble,"Ployhar, James",,A Balm in Gilead,35,543,,,Byron - Douglas,,,,
Wind Ensemble,"Ployhar, James",,Processional march,37,633,,processional,Bryon-Douglas,,,full,
Wind Ensemble,Ponchielle,Fall,"Dance of the hours from ""la Gioconda""",1,1-29,,Dance,Rubank,,6:00,,
Wind Ensemble,Ponizetti,,March for the sultan abdul medjid,36,564,,,Mercury,,,full,
Wind Ensemble,"Poulano, Francis",ahronheim,Pavane & March,41,787,,,elkan - Vogel,,,,
Wind Ensemble,"Pravecek, Jindrich",,Canival of Life- Tarantella,,834,,,Manuscript,,,,
Wind Ensemble,price,Leidzen,three negro dances,25,192,,dance-suite,presser co.,,,,
Wind Ensemble,"Prokofiev, Serge",cray,"march from""love of 3 oranges""",28,347,,concert march,Marks,,,,
Wind Ensemble,"Prokofiev, Serge",Cray,The Love of three oranges - march,29,347,,concert march,Marks,,,,
Wind Ensemble,"Prokofiev, Serge",Duthoit,"March & Scherzo from ""love of 3 or.""",25,193,,march- suite,Boosey-Hawkes,,5:00,,
Wind Ensemble,"Prokofiev, Serge",Goldman,Athletic Festival March,25,195,,concert march,Leeds,,4:30,cond.,
Wind Ensemble,"Prokofiev, Serge",Goldman,Peter 7 the wolf -triumphal march,25,196,,march,marks,,,cond.,
Wind Ensemble,"Prokofiev, Serge",goldman,triumphal march,25,196,,march,,,,cond.,"from ""peter & the wolf"""
Wind Ensemble,"Prokofiev, Serge",Yoder,"March, OP. 99",25,194,,March-concert,Leeds,,2:30,Cond,
Wind Ensemble,"Pryor, Arthur","Pearson, E.M.",Blue Bells of Scotland,3,1-155,,,Carl Fisher,,,,
Wind Ensemble,Puccini,,La Boheme,33,459,,March Paraph.,Kjos,,,cond.,
Wind Ensemble,Poulenc,,Les biches (3 mve.from),35,549,,concert,Theodore Presser Co.,,,full,
Wind Ensemble,"Purcell, Henry",Cailliet,Prelude & passacaglia,31,399,,,,,,,"from ""dio & aeneas"""
Wind Ensemble,"Purcell, Henry","Calliet, Lucien","Dido & Aeneas -""prelude & passacaglia)",31,399,,,Elkan - Vogel,,,,
Wind Ensemble,Quinn,,Portrait of the Land,30,379,,,Kjos,,,full,
Wind Ensemble,Rachmaninoff,Leidzen,Italian Polka,25,197,,Polka,Axelrod,,2:00,,
Wind Ensemble,"Ravel, Maurice",Lake,Bolero,1,1-16,,Dance,Durand,,,,
Wind Ensemble,"Ravel, Maurice",paulson,Pavanne for a dead Infant,25,198,,Slow dance,Levant,,3:00,cond.,
Wind Ensemble,"Reed, Alfred",,Alleluia! Laudamus Te,46,973,,,Hal Leonard,,,,
Wind Ensemble,"Reed, Alfred",,Armainan Dances I,47,975,,,Sam Fox Pub.,,,,
Wind Ensemble,"Reed, Alfred",,Armenian Dances (part one),47,975,80,,,,,,
Wind Ensemble,"Reed, Alfred",,A festial prelude,34,506,,,Marks Music,,4:45,full,
Wind Ensemble,"Reed, Alfred",,song of threnos,33,482,,,Bourne,,8:30,full,
Wind Ensemble,"Reed, Alfred",,symphonic prelude,34,503,,,,,5:45,,"based on ""black is the color of my true love's hair"""
Wind Ensemble,"Reed, Alfred",,The Hounds of Spring,49,1057,,,Hal-Leonard,,,,
Wind Ensemble,"Reed, Owen",,La Fiesta mexicana,31,382,,Symphony,Mills,,,full,
Wind Ensemble,"Reed, Alfred",,Ballade for E b Alto Saxaphone & band,,40-747,,,,,,,
Wind Ensemble,"Reed, Alfred",,Punchinello,,823,,,Barnhouse,,,,
Wind Ensemble,"Reed, Alfred",,Russian Christmas Music,,847,,,,,,,
Wind Ensemble,"Reed, Alfred",,slavonic folk suite,31,410,,,hansen,,,,
Wind Ensemble,"Reinhold, Gliere",Leidzen,Russian Sailor's dance,22,88,,,Fischer,,,,
Wind Ensemble,"Rene, Henri",werle,Passion in paint,31,381,,Suite,Mills,,,full,
Wind Ensemble,"Respighi, Ottorino",Leidzen,Pines of the Appian Way,25,199,,,,,,full,"From ""the pines of Rome"" suite"
Wind Ensemble,"Respighi, Ottorino",,Huntingtower Ballad,37,639,,,Franco Colombo,,6:45,full,2 copies
Wind Ensemble,"Resseger, Robert E.",,Alpha Centauri,39,716,,Suite,Ludwig,,11:00,Full,3 movements
Wind Ensemble,Reynolds,,Scenes,38,681,,wind intra. +perc.,Schirmer,,17 min.,,
Wind Ensemble,"Reynolds, Verne",,Serenade fro 13 winds,39,717,,suite,manuscript,,20:00,full,wind band
Wind Ensemble,Rhoads,,Musica simpatica,30,376,,,Summy,,,,
Wind Ensemble,"Rhoads, William E.",,Five Bagatelles,38,666,,concert band,MCA Music,,6 min.,cond.,
Wind Ensemble,"Rhoads, william F.",,Gentle Ballad,39,714,,Bossa Nova,Volkwein Bros.,,4:15,cond.,
Wind Ensemble,Richards,,Emblem of Unity,3,1-127,,Concert march,Barnhouse,,,,Army ROTC
Wind Ensemble,Riegger,,"Dance Rhythms for band, Op. 58a",32,427,,,Associated,,,full,
Wind Ensemble,"Riegger, Wallingford",,New Dance,38,672,,Band,assoc. Music Pub.,,5 min.,full,
Wind Ensemble,"Rimsky-Korsakov, Nikolai","Harding, A Austin.",Golden Cockerel,30,374,,opera,Kjos,,,,includes:introduction and Wessing march
Wind Ensemble,"Rimsky-Korsakov, Nikolai",harding,"tsar""s bride. The",34,504,,overture,kjos,,,,
Wind Ensemble,"Rimsky-Korsakov, Nikolai",steinke,variations for oboe & winds ens,,,,,,,,,parts missing 40-756
Wind Ensemble,"Rimsky-Korsakov, Nikolai",Yoder,Korsakov Selections,1,1-47 & 1-48,,Selection,Belwin,,,full,
Wind Ensemble,"Rimsky-Korsakov, Nikolai",,Concerto for trombone 7 band,29,332,,Solo,Leeds,,,,
Wind Ensemble,"Rimsky-Korsakov, Nikolai","O' Donnell, B.W.",Flight of the Bumble bee,25,202,,Orchestral,Boosey-Hawkes,,1:14,,
Wind Ensemble,"Rimsky-Korsakov, Nikolai",Leidzen,Procession of Nobles,25,203,,Processional March,Fischer,,4:20,cond.,
Wind Ensemble,"rodger, barnard",,three japanses dances,36,555,,c. band,presser co.,,,,
Wind Ensemble,Rodgers,lang,Slaughter on tenth avenue,30,358,,show music,chappell,,9:00,,
Wind Ensemble,Rodgers,Leidzen,south pacific,27,282,,selction,williamson,,12:00,,
Wind Ensemble,Rodgers,Warrington,Serenade to spring,31,389,,Medley Slections,Williamson,,,,
Wind Ensemble,Rodgers and Hart,Sayino-Cooke,Blue Moon,25,204,,Modern,Robbins,,3:30,,
Wind Ensemble,"rodgers, bernard",,tribal drums,36,551,,,presser co.,,,full,21 copies
Wind Ensemble,"Rodgers, R & Hart, L.",Leidzen,Selections of Rodgers and Hart,32,419,,show music,Chappell & co.,,,,
Wind Ensemble,"Rodgers, richard",Bennett,Me & Juliet Selection,28,312,,pop,Williamson,,8,,
Wind Ensemble,"Rodgers, richard",Leidzen,Rodger & hart selections,32,419,,selction,Chappell,,8:50,,
Wind Ensemble,Rodgers/berntein,bukvich/herserson,sound of music/west side story medley,,brown 314,,,manuscript,,,,scores in brown folder #13 vocal pts. In brown #15-18
Wind Ensemble,Rolland,,Overture for band,29,340,,Modern,EPIC,,,,
Wind Ensemble,Romberg,schoenfeld Simeone,"student prince, the",29,318,,chor & band,harms,,12 1/2 min,cond,
Wind Ensemble,"Romberg, Sigmund",Overgard,American Humoresque,25,205,,Humoresque,Robbins,,4:00,,
Wind Ensemble,"Romberg, Sigmund",Schoenfeld,Desert song Selections,29,328,,,Harms,,,,w/ A part SAIB chorus
Wind Ensemble,"Roncal, Simeon",,Marcha 3 de Febrero,3,1-129,,concert march,Boosey-Hawkes,,,cond.,translation:march for the 3rd of feb. Belgian concert march
Wind Ensemble,rosenthal,Bocock,Clash of the Titans,40,738,,Moviescore,Jensen,,,full,
Wind Ensemble,"Rossini, G",Lake,Barber of Seville,29,348,,Overture,Fischer,,,,
Wind Ensemble,"Rossini, G",lehmeier,william tell overture (abridged),,818,,,highland/etling,,,,
Wind Ensemble,"Rossini, G",Safranek,Semiramide,25,206,,Overture,Fischer,,14-15:00,,
Wind Ensemble,"Rossini, G","Herman, Ralph","Intro.,theme & Variations for solo Clari. & band",,40-748,,,,,,,
Wind Ensemble,"Rossini, G",Whear,Il Signor Bruschino,33,453,,,Ludwig,,5 min.,2,
Wind Ensemble,Rota,Dawson,Legend of the glass mnt.,25,201,,,Fox,,3:20,,
Wind Ensemble,"Rrieg, edvard",Whitney,solemn procession,14,3-68,,,Bourne,,,full,
Wind Ensemble,"rubgra, edmund",wright,"variations of ""shining river"" op. 101",3,1-142,,brass band,paxton & co.,,10 min,full,
Wind Ensemble,"Fulton, Ruby",,Junk Pop,,1165,,,,,,,
Wind Ensemble,"Fulton, Ruby",,Junk Pop,,1165,,,,,,,
Wind Ensemble,"Rutter, John",,Gloria,43,870,,,Oxford uni. Press,,,,
Wind Ensemble,Sacchini,Cafarella,"Pantomine from ""Le Cid""",25,207,,Classics Ballet Suite,Fischer,,,,
Wind Ensemble,"Saint-Saëns, Camille",Godfrey,Princess juane,22,91,,Overture to Opera,Chappell,,,,
Wind Ensemble,"Saint-Saëns, Camille",Laurendeau,Phaeton,25,203,,Symphonic poem,Fischer,,11:00,,
Wind Ensemble,"Saint-Saëns, Camille",Laurendeau,"Prelude to ""the deluge""",25,208,,,Fischer,,,,
Wind Ensemble,"Saint-Saëns, Camille","Schissel, Loras John","Occident and Orient Grand March, Op. 25",49,1043,1,,Ludwig,,,Full,
Wind Ensemble,"Saucedo, Richard",,Windsprints,49,1030,1,,Musicworks,,,missing,
Wind Ensemble,sauter - Finegan,trans. Roverta,Doodletown Fifers,32,440,,,"Chas, H. Hansen",,,,
Wind Ensemble,"Savino, Domenico",Greissle,Processional,39,698,,,schirmer,,,cond.,
Wind Ensemble,Saylor,,Prisoner of War,30,362,,concert march,Kendor,,,,
Wind Ensemble,Schaefer,,Midnight Matinee,14,3-65,,,Bourne,,,full,
Wind Ensemble,"Schaefer, willis",,Overture: Fanfare & Capriccio,16,3-174,,,Bourne,,,,
Wind Ensemble,"Schaum, John",Kundmann,Mnt. Concerto,25,209,,Piano & band,Belwin,,,full,
Wind Ensemble,"Schein, Johann",,Motet in the italian style,,546,,Motet,Bourne,,,full&cond.,
Wind Ensemble,"Schid, Adolph",,From the days of george Washinton,25,210,,Suite of marches,,,,,
Wind Ensemble,"Schuman, William",,Chester,30,377,,Overture,Presser,,,full,
Wind Ensemble,schmidt,,variations on a negro folk song,32,426,,suite,avant,,,full,
Wind Ensemble,"Schoenberg, Arnold",,theme & variations,39,701,,,schirmer,,,full,
Wind Ensemble,"Schubert, Franz",Calliet,symphony #8 in B minor -1st mvt.,25,212,,,Fischer,,11:30,,
Wind Ensemble,"Schubert, Franz",Calliet,symphony #8 in B minor-(unfinished),32,435,,,Fischer,,9:00,,2nd mvt. Only
Wind Ensemble,"Schubert, Franz",Greissle,Military march # 3,28,300,,March- concert,Schirmer,,,full,AMRY ROTC
Wind Ensemble,"Schubert, Franz",Harris,Death & the maiden,14,3-67,,Song w/ band,Bourne,,,full,
Wind Ensemble,"Schubert, Franz",Hebert,Ave maria No. 2,3,1-138,,,Boosey-Hawkes,,,,
Wind Ensemble,"Schubert, Franz",Herbert,"Marche Militaire No. 1,Op. 51",3,1-143,,grand march,Boosey-Hawkes,,,,
Wind Ensemble,"Schubert, Franz",Molnar,"Omnipotence, the",33,461,,w/ chorus,schirmer,,5:00,full,
Wind Ensemble,"Schubert, Franz",Winterbottom,Rosamunde,25,211,,overture,Boosey-Hawkes,,,,
Wind Ensemble,"Schuller, Gunther",,Meditation,33,486,,Modern,ASS.MUS.PUB,,6:00,full,
Wind Ensemble,"Schuller, Gunther",,On Winged Flight,48,1003,,Divertimento,Schirmer,,13 min,,Occupies 2 folders
Wind Ensemble,"Schuller, Gunther",,symphony for brass & persussion,39,689,,,Shawnee,,,,4 mvt.
Wind Ensemble,"Schuman, William",,George Washington bridge,29,335,,,Schirmer,,,full,
Wind Ensemble,"Schuman, William",,When Jesus Wept,31,392,,prelude,presser co.,,,full,
Wind Ensemble,schumann,erickson,variations on a folk song,13,3-6,,,Bourne,,,full,w/ narrative
Wind Ensemble,"Schumann, Robert","Strasser, Wilhelm",I'll Ne'er Complain,44,905,,,Detroit Concert Band,,,,
Wind Ensemble,"Schuman, William",,Newsreel in 5 shots,25,213,,Novelty suite,,,,full,
Wind Ensemble,"Schwantner, J",,From a dark Millennium,40,750,,,,,,,
Wind Ensemble,"Schoenfeld, William",Ringwald,Battle Hymn of the republic,25,200,,Choir and Band,Shawnee,,,,
Wind Ensemble,"Seitz, Ronald",Reed,"march ""Granddioso""",36,602,,,Southern,,,,
Wind Ensemble,Semfatin,,sinfonietta fro band (2nd move),13,3-12,,,Bourne,,,full,
Wind Ensemble,"Shaffer, David",,When Angels Weep,49,1031,1,,CL Barnhouse,,,Full,
Wind Ensemble,"Sherman, Richard & Robert",Kostal,Mary Popins,34,508,,broadway show,wonderland music,,,,
Wind Ensemble,"shield, Leroy",Cooke,Cuban Carnival,26,217,,Modern - latin,Robbins,,4:30,,
Wind Ensemble,"Shostakovich, Dimitri",,festive overture #96,36,553,,Con. Band,MCA,,,,
Wind Ensemble,"Shostakovich, Dmitri",cray,marche Sarcastique,25,220,,concert march,,,,,"From ""Hamlet"" missing Dh pic, 2nd flute, xylophone pats"
Wind Ensemble,"Shostakovich, Dmitri",Hunsberger,Folk Festival,37,648,,,,,2:35,full,"from the motion picture ""the gadfly"""
Wind Ensemble,"Shostakovich, Dmitri",Maganini,"Polka from ""the golden age""",2,1-78,,ballet exerpt,edition musicus,,2:15,full,
Wind Ensemble,"Shostakovich, Dmitri",Maganini,The golden age - polka,2,1-78,,ballet exerpt,edition musicus,,2:15,full,
Wind Ensemble,"Shostakovich, Dmitri",paulson,symphony #5 -allegretto,26,219,,,levant,,5:10,,
Wind Ensemble,"Shostakovich, Dmitri","Reynolds, H. Robert",Folk Dances,39,710,,,Fischer,,,full,
Wind Ensemble,"Shostakovich, Dmitri",righter,symphony #5 -finale,26,218,,,Boosey-Hawkes,,,full,
Wind Ensemble,"Shostakovich, Dmitri",Smith,Prelude in B minor,26,221,,,Schirmer,,,,
Wind Ensemble,"Sibelius, Jean",Cailliet,Finlandia,26,222,,tone poem,Fischer,,5:15,,
Wind Ensemble,"Sibelius, Jean",lake,valse triste,26,223,,waltz,Fischer,,,,
Wind Ensemble,"Siegmeister, Elie",,Five American Folk Songs,25,215,,Suite,Leeds,,10:00,,
Wind Ensemble,"Siegmeister, Elie",,Prairie Legend,26,216,,suite,assoc.,,10:30,,
Wind Ensemble,"Siegmeister, Elie",,wilderness road,25,214,,,leeds,,5:00,,
Wind Ensemble,sihuller,,Diptych,,770,,,Assoc. Music,,,,
Wind Ensemble,"Simes, Bob",,ripe tomatoes,6,19,,,,,,,
