Library,Composer,Arranger,Title,Drawer,Envelope,Copies,Score Type,Publisher,Performance Date,PlayingTime,Score (Full/Cond/Oversized),Comments
Wind Ensemble,"Grainger, Percy Aldridge",,The power of love,,743,,,,,,,parts missing: all parts in manuscript
Wind Ensemble,"Grainger, Percy Aldridge",,ye banks & braes O' bonnie Doon,23,107,,Scotch folk tune,Schirmer,,,,
Wind Ensemble,Granhter,Colonial Song,46,963,,,,Schoti & Co,,,,
Wind Ensemble,"Green, G.H.",Bukvich,Chromatic Fox Trot,43,852,,,,,,,Xylophone solo & band
Wind Ensemble,"Gregson, E.",,tuba concerto,43,851,,,novello,,,,
Wind Ensemble,"Gregson, Edward",,Concerto for Piano & Wind Band,,1166,,,Maecenas Music,,,,Oversized Score
Wind Ensemble,"Gregson, Edward",,Concerto for Piano and Wind Ensemble,,1166,,,Maecenas Music,,,,oversized score
Wind Ensemble,"Gregson, Edward",,festivo,,855,,,Novello,,,,
Wind Ensemble,Gribbell,,refections in a modern mood,23,108,,Modern,Fillmore,,,,
Wind Ensemble,Grieg,Henning,Landsighting,23,109,,Overture,Schirmer,,,,
Wind Ensemble,Grieg,Lake,Sigurd Jolsafar,23,110,,suite,Fischer,,,,
Wind Ensemble,Grofe,Cooke,Ode to freedom,23,113,,Patriotic,Robbins,,4:00,,based on Battle hymn of the Republic
Wind Ensemble,Grofe,Leidzen,"Mardi Gras from ""mississippi suite""",23,111,,Modern,Feist,,,,
Wind Ensemble,Grofe,Leidzen,on the trail,23,112,,Modern,Robbins,,,,
Wind Ensemble,Grundman,,American Folk Rhapsody No. 1,23,114,,Rhapsody,Boosey-Hawkes,,6:15,Full,
Wind Ensemble,Grundman,,"American Scene, An",28,297,,Selection,Boosey-Hawkes,,,Full,Army
Wind Ensemble,Grundman,,"Black knight, the",32,457,,Overture,Boosey-Hawkes,,,2 Full,
Wind Ensemble,Grundman,,Blue - Trail Fly,29,339,,Nov.,Boosey-Hawkes,,,Full,
Wind Ensemble,Grundman,,Kentucky 1800,48,998,,,Boosey & Hawkes,,5min,,Grade 3 piece
Wind Ensemble,"Grundman, Clare",,Hebrides Suite,49,1027,1,,Boosey & Hawkes,,,Full,
Wind Ensemble,Guarnieri,Brandebury,Dansa Brasileira,38,673,,band,Assoc. music Pub.,,3 min.,,
Wind Ensemble,Guentzel,,Commandate,1,1-23,,March - spanish,barnhouse,,,,
Wind Ensemble,Guentzel,,Festival Overture in F,23,115,,Overture,Barnhouse,,8:00,,
Wind Ensemble,Guentzel,,"wanderer's call, the",23,116,,overture,barnhouse,,8:30,,
Wind Ensemble,Guermo,,Senor senor,33,478,,Paso Doble,Boosey-Hawkes,,,full,
Wind Ensemble,Hadley,Roberts,"Prelude from ""suite Ancienne""",23,118,,Classic,Fischer,,,,
Wind Ensemble,Hadley,,Concert Overture,29,341,,,Schirmer,,,,
Wind Ensemble,Hadley,,youth Triumphant,23,117,,Overture,Fischer,,7;00,,
Wind Ensemble,"Hairston, Jester","Erickson, F.",Elijah Rock,34,510,,,Schumann (Bourne),,,cond.,
Wind Ensemble,"hampton, calvin","brashier, joe","variations on""amazing grace""",44,890,,,manuscript,,,,
Wind Ensemble,"Handel, G. F.",anderson,song of jupiter,28,309,,classics,mills,,,,
Wind Ensemble,"Handel, G. F.",Gordon,"Minuet from ""samson""",14,3-61,,Calssic,Bourne,,,full,
Wind Ensemble,"Handel, G. F.",ham. Hon-henry,water music,36,571,,,chappell,,,,
Wind Ensemble,"Handel, G. F.",Harris,Larghetto from Concerto Grasso Op. 6 #12,13,3-13,,,Bourne,,,,
Wind Ensemble,"Handel, G. F.",Hume,harmonious Black smith,3,1-138,,Air with Variatio,Boosey - hawkes,,,,
Wind Ensemble,"Handel, G. F.",malin,water music -3rd mvt.,3,1-112,,classic,Boosey-Hawkes,,,,
Wind Ensemble,"Handel, G. F.",malin,water music-allegro maestoso,1,1-1,,clasisic,Boosey-Hawkes,,,,
Wind Ensemble,"Handel, G. F.",Sartorius,Royal Fireworks Music,23,120,,Classic suite,Music Press,,,,concerto grosso for 11 players
Wind Ensemble,"Handel, G. F.",Slocum,Intro. & Fugue,38,669,,Band,Bourne,,"4 min. 45 sec,",,
Wind Ensemble,"Handel, G. F.",,Concerto Grosso Op. 6. #3,33,487,,,Nourne,,,Full,
Wind Ensemble,"Handel, G.F.",Beecham,The gods Go A-begging,31,390,,Ballet Suite,Chappell,,11:00,,five movemnets
Wind Ensemble,"Handel, G.F.","Bukvich, Daniel",La Rejouissance,44,903,,,Manuscript,,,,
Wind Ensemble,"Handy, W.C.","Cesana, Otto",sounding brass & tinkling cymbals,39,695,,,handy brothers,,,cond.,
Wind Ensemble,"handy, W.C.","cook, charles",they that sow in tears,39,696,,,handy brothers,,,cond,from psalm # 126
Wind Ensemble,Hansen,Brown,Little Norwegian Suite,23,119,,suite,Boosey-Hawkes,,4:00,full,
Wind Ensemble,Hanson,maddy,symphony (nordic) -2nd mvt.,23,122,,symphonic mvt.,CF,,,,
Wind Ensemble,Hanson,Naddy,nordic sym. -2nd MVT.,23,122,,,Fischer,,,,
Wind Ensemble,Hanson,,Chorale & Alleluia,29,327,,,Fischer,,5:00,full,
Wind Ensemble,"Hanson, Howard",,variations on a ancient hymn,,768,,,Fischer,,,,
Wind Ensemble,"hanssen, johannes",Bainum,valdres,34,511,,norwegian march,Boosey-Hawkes,,,,arranged for concert band & optional antiphonal trumpets
Wind Ensemble,harburg & arlen,bukvich,wizard of Oz medley,,brown # 24,,,Manuscript,,,,Vocal pts. In brown folder # 23
Wind Ensemble,harburg 7 arlen,yoder,the wizard of Ox fantasy,28,303,,Show music,Feist,,5:10,,
Wind Ensemble,Harline,herfurth,when you wish upon a star,14,3-53,,,Bourne,,,,elem. Series
Wind Ensemble,Harpham & Nestico,nestico,"Silver Quill, the",35,540,,,Volkwein Bros.,,2:10,cond.,
Wind Ensemble,Harris,,Cimarpon,23,123,,Overture,Mills,,,,
Wind Ensemble,Harrison,Huffer,In the Cgloaming,23,124,,paraphrase,Gamble 3/4 hinged,,5:15,,
Wind Ensemble,"Hart, Paul",,cartoon,45,940,,,G & M brand Pub.,,,,
Wind Ensemble,"Hartley, walter",,Chautauqua Overture for Band,43,863,,,Manuscript,,,,
Wind Ensemble,"Hartley, Walter",,Sinfonia No. 4,39,719,,,MCA,,11:00,full,
Wind Ensemble,Harvey,,Band Sonata,23,137,,,Kjos,,,,
Wind Ensemble,Haufrecht,Lang,Parade to the bull ring,3,1-131,,,Leeds,,,,
Wind Ensemble,haufrecht,,walkin' the road,23,121,,descriptive,leeds,,4:00,,
Wind Ensemble,Hayden,Dutholt,Concerto for Trupet,29,329,,Solo w/ band,Chappell,,,,
Wind Ensemble,Hayden,Gordon,Largo & Menuetto,13,3-5,,Symp.,Bourne,,,full,from Symp. #88
Wind Ensemble,Hayden,Harris,Famous largo -Op. 76 #5,14,3-63,,,Bourne,,,,
Wind Ensemble,"Hayden, J",,march for the prince of wales,34,498,,,Schirmer,,,,
Wind Ensemble,Haydn,Byrns,Adagio from 'Cello Concerto,23,125,,Trombone and Band,Witmark,,2:20,,
Wind Ensemble,"Hazo, Samuel",,Ride,49,1035,1,,,,,Full,
Wind Ensemble,Hearne,Kirby,"Infantry Song, The",1,1-43,,March,US Army,,,,
Wind Ensemble,"Heed, J.C.",,In Storm & Sunshine,,1164,,,Fillmore Bros. Co.,,,,
Wind Ensemble,Helbig,,Prelude & Beguine,23,126,,Trombone & band,Bourne,,,,
Wind Ensemble,Herbert,Watson,red mill overture,23,128,,overture,Witmark,,7:00,,
Wind Ensemble,"Herbert, Victor",Barrow,Italian street song Prom naughty marietta,,835,,,"Detroit concert band, Inc",,,,
Wind Ensemble,Herbert-Camarata,James,Babes in Toyland,32,431,,Mod. Overture,Disney,,,,
Wind Ensemble,Herbert-Camarata,Leidzen,Festival march,23,127,,Concert march,Fischer,,7:00,,
Wind Ensemble,Hermann,Hume,"Morceau religioso--""Sanctity"" & ""Panis Angelicus""",3,1-145,,Sacred,Boosey-Hawkes,,,,
Wind Ensemble,Hermann,,Ballet for Young americans,30,357,,Nov - suite,EMS,,,,
Wind Ensemble,Hermann,,Kiddie Ballet,29,331,,suite-Nov,EMS,,,,
Wind Ensemble,Hermann,,North sea overture,30,350,,Overture,EMS,,,,
Wind Ensemble,"Higgins, John",,Impressions,36,606,,,Creative Music,,,,Woodwind Choir w/ Percussion
Wind Ensemble,"Hildreth, R.E.",,Passing the Pyramids,39,697,,,Handy Press,,,cond.,
Wind Ensemble,"hill, William",,Men of Custer,35,541,,sym. March,Byron-Douglas,,,,
Wind Ensemble,"Hindemith, Paul",,Geschwindmarsch by beethoven,,811,,,Schott,,,,
Wind Ensemble,"Hindemith, Paul",,March (from 'Symphonic Metamorphosis'),47,992,,Symphonic,Schott,,,,
Wind Ensemble,"Hindemith, Paul",,symphony in Bb for conert band,35,531,,symphony,B. Schott's sohne,,,full,
Wind Ensemble,Holesovsky,,Africana,28,665,,Concert band,Heritage Music,,7.5 min.,,
Wind Ensemble,Holmee,,Safari,23,130,,overture,Barnhouse,,,,
Wind Ensemble,Holmes,,Cavalcade,1,1-24,,Overture,Barnhouse,,,,
Wind Ensemble,Holmes,,Colorado,1,1-21,,March - Concert,Rubank,,,,
Wind Ensemble,Holmes,,Daphnis,23,129,,Overture,Barnhouse,,,,
Wind Ensemble,Holmes,,saskatchewan,2,1-86,,Overture,Rbank,,,,
Wind Ensemble,holmes,,tarantella,23,136,,,Witmark,,,,
Wind Ensemble,"Holsinger, David",,In the spring,44,892,,,Southern Music,,,,
Wind Ensemble,"Holsinger, David",,liturgical Dances,,806,,,Souther music co.,,,,
Wind Ensemble,"Holsinger, david",,on a hymn song of Philip Bliss,44,888,,,Trn Music Pub.,,,,
Wind Ensemble,"Holsinger, David",,To Tame the Perilous Skies,48,1010,,,,,,,
Wind Ensemble,Holst,Boyd,Capriccio,38,677,,Band,G. Schirmer,,6 min,,
Wind Ensemble,"Holst, Gustav",G. Jacob,Moorside march from moorside suite,32,449,,concert march,boos,,,,
Wind Ensemble,"Holst, Gustav","Gordon, Jacob",Scherzo & Nocturne,37,625,,,Boosey-Hawkes,,14:00,full & cond.,from a moorside suite
Wind Ensemble,"Holst, Gustav",Herbert,Second Suite in F. Major,3,1-139,,suite brass band,Boosey-Hawkes,,,,
Wind Ensemble,"Holst, Gustav","Sayre, C",Mars - The bringer of war,,846,,,,,,,
Wind Ensemble,"Holst, Gustav",,A mooriside suite - exerpts,37,625,,,Boosey-Hawkes,,14:00,full& cond.,1.Scherzo  2. Nocturne  (37-625)  Moorish march (32-449)
Wind Ensemble,"Holst, Gustav",,First suite in Eb,23,131,,Suite,B & H,,,,
Wind Ensemble,"Holst, Gustav",,Hammersmith,30,369,,,Boosey-Hawkes,,,full,contemporary
Wind Ensemble,"Holst, Gustav",,"Jupiter forn ""The planets""",41,783,,,Boosey-Hawkes,,,,
Wind Ensemble,"Holst, Gustav",,Maching song,41,779,,,Novello & Company Lmt.,,,,
Wind Ensemble,"Holst, Gustav",,Second suite for miltary band - F minor,30,378,,suite,Boosey-Hawkes,,,full,
Wind Ensemble,Holzel,Halle,Melody in Db,2,1-57,,Melody,Ditsen,,,,
Wind Ensemble,Howard,Werle,Milli Attan,31,413,,Dance,Mills,,4:00,full,
Wind Ensemble,Howland,,mood Mauve,23,132,,Modern,Witmak,,6:30,,
Wind Ensemble,"Howland, Russell",,sussex Psalm,27,283,,,Boosey-Hawkes,,,full,
Wind Ensemble,Huffman,,Harlequin Journey,1,1-39,,Overture,Barnhouse,,,,
Wind Ensemble,"Hume, J. Ord",,Let's Rejoice & Loudly Sing,3,1-145,,Quick March,Boosey-Hawkes,,,,
Wind Ensemble,"hummel, J.N.",,trumpet concerto,38,684,,trumpet solo,robert king,,16-30min.,full,
Wind Ensemble,Humperdinck,maddy,Prayer & Dream Pantomine,23,133,,Operatic Excerpts,,,,,"from ""Hansel & Gretel"""
Wind Ensemble,"Husa, Karl",,Al Fresco,38,674,,Band,assoc. Music Pub.,,,,
Wind Ensemble,"Husa, Karl",,Concerto,38,663,,Percussion & Ens.,AMP,,,,
Wind Ensemble,"Husa, Karl",,Concerto for alto saxophone & concert band,41,776,,,Associated Music Pub.,,17min.,,
Wind Ensemble,"Husa, Karl",,Music for Praque 1968,37,620,,,assoc. music Pub.,,18:30,full,
Wind Ensemble,Irons,,early american Overture,23,134,,Belwin,Overture,,full,,
Wind Ensemble,"Ives, Charles",Brion,March:Omega lambda Chi,38,678,,band,ASS.MUS.PUB,,2 min. 55 sec,,
Wind Ensemble,"Ives, Charles",Brion,"variations on ""jerusalem the golden""",38,670,,band,assoc. Music Pub.,,3 min 40 sec,full,
Wind Ensemble,"Ives, Charles","Elkus, J.",Circus band,38,660,,march w/ chorus,Peer International,,3:00,full,1978 Menc Convention recording
Wind Ensemble,"Ives, Charles",Rhoads,"variations on ""america""",,,,,merion music,,,,parts missing: envelope 736
Wind Ensemble,"Iwai, Naohiro",,Cielito Lindo,48,1006,,Latin,,,,,
Wind Ensemble,"Jacob, Gordon","jacob, Gordon","Earl of Oxford march from ""William Byrd Suite""",32,439,,,Boosey & hawkes,,,,The entire suite is #947
Wind Ensemble,"Jacob, Gordon",,Fantasia on an english folk song,41,782,,,Jensen,,,,
Wind Ensemble,"Jacob, Gordon",,Flag of stars,33,484,,Symph. Over,Boosey - hawkes,,,full,
Wind Ensemble,"Jacob, Gordon",,Music for a Festival,29,337-338,,Suite,Boosey-Hawkes,,29:30:00,cond.,
Wind Ensemble,"Jacob, Gordon",,"Original suite, An",23,135,,suite,boosey-Hawkes,,,cond.,
Wind Ensemble,jadin,Schaefer,symphonic for band,45,910,,classical,Shawnee,,,full,
Wind Ensemble,"Jaga, r",,Third suite,46,969,74,,Beam me up music,,,,
Wind Ensemble,"Jager, Robert",,Second suite,17,3-233,,"Fanfare, ballad scherzo",Volkwein,,,,
Wind Ensemble,"Jager, Robert",,Variations on a Theme of Robert Schumann,49,1025,,,Warner Bros,,9:23,Full,
Wind Ensemble,Janacek,,Sinfonietta,38,662,,Brass Choir,Theodore Presser Co.,,25 min.,min.,
Wind Ensemble,Janefelt,Lake,Prelude & Berceuse,2,1-73,,Prelude,Fischer,,,,
Wind Ensemble,Jenkins,,American Overture for Band,30,360,,Mod. Overture,Presser,,,,
Wind Ensemble,Jess Fuller,,Expressions,46,970,,,,,,,
Wind Ensemble,Jessel,Morrissey,Parade of the wooden soliders,30,353,,concert march,Marks,,,,
Wind Ensemble,johnson,,three slippers,3,1-101,,trombone & band trio,Rubank,,,,
Wind Ensemble,"Johnson, & Chaloner",,Divertimento for band,16,3-179,,,Bourne,,,,
Wind Ensemble,"johnson, clair",,summer scene,29,322,,tone peom,"shapiro, berstein",,11,,
Wind Ensemble,johnston,dubin,trojan marching song,3,1-102,,march -school,Witmark,,,,
Wind Ensemble,"Johnston, Donald",,Fantasy in the Baroque manner,38,680,,band,Bourne,,3min 40sec,,
Wind Ensemble,Jones,,"Hidden Cities, the",23,139,,Overture,Bourne,,,,
Wind Ensemble,Jones,,Incantation,14,3-54,,Descriptive,Bourne,,,,
Wind Ensemble,"Jones, Spike","Custer, Calvin","Salute to Spike Jones, A",49,1037,1,,Hal Leonard,,,Full,
Wind Ensemble,"Jones, thad",,Scenes for band,14,3-47,,,Bourne,,,,
Wind Ensemble,"Jordan, Jeff",,And A Time,48,1012,,,,,,,
Wind Ensemble,"Kabalevsky, Dimitri","Hunsberger, Donald",Overture to Colas Breugnon,49,1041,1,,Schirmer,,,,
Wind Ensemble,"Kabalievsky, Dmitri",Leidzen,Comedian's Gallop,23,140,,Novelty Gallop,Leeds,,1:30,cond.,
Wind Ensemble,"Kabalievsky, Dmitri",Wright,Comedian's Gallop Op. 26 No. 2,3,1-140,,Brass Band,Boosey-Hawkes,,1.5min,,
Wind Ensemble,Kahn / schwandt/ Andree,"brockton, Lester",Dream a Little Dream,44,898,,,Carl Fischer,,,,
Wind Ensemble,Karmen,moffit,you've said it all,12,2-473,,Marching band,Leonard,,,,
Wind Ensemble,"Katchaturian, Aram",,Armenian Dances,35,536,,,Leeds,,7:00,,
Wind Ensemble,Kelar - Bela,Lake,Hungarian Comedy (Lutspiel),23,141,,Overture,Fischer,,9:15,,
Wind Ensemble,Kelar - Bela,Tobani,Hungarian Comedy,23,142,,Overture,Fischer,,9:15,,
Wind Ensemble,Kelelby,Godfrey,In a Camp of The Ancient Britons,24,150,,tone poem,Bosworth,,7:00,,
Wind Ensemble,"Kennan, Kent",,Night soliloquy,35,528,,flute solo/band,Fischer,,,,
Wind Ensemble,Kenny,,Coat of arms,31,395,,,,,,,Excellent
Wind Ensemble,Kepner,,"Medieval tournament, A.",13,3-18,,Overture,Schirmer,,,,
Wind Ensemble,kern,Leidzen,Smoke Gets in your eyes,23,143,,symphonic paraphase,harms,,5;00,,
Wind Ensemble,Kern,warrington,Silhouettes,32,430,,Medley satb,Harms,,,,
Wind Ensemble,Ketelby,Amers,Cockney Suite,24,147,,Suite,Bosworth,,12:00,,
Wind Ensemble,Ketelby,Godfrey,Sanctuary of the heart,24,151,,,Bosworth,,4:00,,
Wind Ensemble,Ketelby,Hume,In a Monastary Garden,24,152,,Intermezzo,Boosey-Hawkes,,,,
Wind Ensemble,Ketelby,,Chal Romano,1-24,145,,Desc. Overture,Bosworth,,7:00,,
Wind Ensemble,Ketelby,,"Clock 7 the Dresden Figures, the",24,145,,Piano & band,Bosworth,,,,
Wind Ensemble,Ketelby,,in a chinese Temple Garden,24,148,,Oriental Fantasy,Bosworth,,,,
Wind Ensemble,Ketelby,,In a Persian Market,24,149,,Descriptive,Bosworth,,,,
Wind Ensemble,Khachaturian,Grimo,Sabre Dance,43,861 also 7-179,,,manuscript,,,,oversize score
Wind Ensemble,King,"Paynter, John",Hosts of Freedom,46,972,,,Cl Barnhouse,,,,
Wind Ensemble,King,,Golden Dragon,23,144,,Overture,Barnhouse,,,,
Wind Ensemble,King,,Omar Khayyam,2,1-70,,Overture Miniature,King,,,,
Wind Ensemble,Kistler,Lake-Kent,prelude to Kunihild,3,1-128,,,Fischer,,,,
Wind Ensemble,"klein, john",,"sparrow bush, the",33,458,,,Boosey-Hawkes,,2:30,1 cond.,
Wind Ensemble,"klein, john",,Yellowstone suite,31,394,,Western suite,BH,,,full,
Wind Ensemble,"knox, Thomas",,Melita,,807,,,Ludwig,,,,
Wind Ensemble,"Koyaina, Kiyoshige",,Kobiki-Uta for band,44,887,,,Ongaku No Tomosha,,,,
Wind Ensemble,"kozhevnikov, boris",,"symphony # 3""slavyans Kaya""",45,914,,,wingert-Jones,,,,
Wind Ensemble,Krommer-Freeman,Hermann,klarinetten konzert,,840,,clarinet concert,manuscript,,,,
Wind Ensemble,"Kurka, Robert",,The good Soldier Schweik Suite,40,721,,suite,Weintraub music,,2:00,full,16 players: 6 movements
Wind Ensemble,La Gassey,,Sequoia,24,154,,Tone Poem,Kjos,,,,
Wind Ensemble,Lake,,Hot follt,44,896,,,Fischer,,,,
Wind Ensemble,Lake,,"pilgrim, the",2,1-77,,grand march,Fischer,,4:00,,
Wind Ensemble,"Lane, Burton",Yoder,Finian's rainbow,3,1-123,,,,,,,
Wind Ensemble,Langenus,Watson,Scherzo ; sqallow's flight,24,153,,duet,witmark,,,full,flute & clarinet duet w/ band
Wind Ensemble,Langenus,,thunderbird,28,308,,overture,morris,,5:55,,
Wind Ensemble,Langenus,,yultide,3,1-119 (1-120),,Christmas overture,Mills,,,,opt. Choir parts in Dr. 3 env. 1-120
Wind Ensemble,"Lasso, Orlando Di","Peterson, Hal",Motet,38,679,,band,Blixt,,,,
Wind Ensemble,"Latham, william",,Court Festival,32,443,,Suite for concert band,Summy-Birchard Pub.,,,,
Wind Ensemble,Lecuona,Anthony,Cordoba,24,156,,,Marks,,,,
Wind Ensemble,Lecuona,Cacavas,Malaguena,32,422,,latin,Marks,,,full,
Wind Ensemble,Lecuona,Yoder,La Comparsa,24,158,,Carnival Procession,Marks,,2:00,,
Wind Ensemble,Lecuona,Yoder,Malaguena,24,157,,,marks,,4:20,,
Wind Ensemble,Lecuona,Yoder,Siboney,8,2-208,,Dance-rhumba,Reist,,,,
Wind Ensemble,"Lee, Dai-Keong",,Joyous Interlude,28,294,,Program,Mills,,5:00,,
Wind Ensemble,"Leemans, Pierre",Wiley,Mache Des parachetistes Belges,,798,,,Trn Music Pub.,,,,
Wind Ensemble,"lehar, franz","davis, albert",vilia,,byron-souglas,,17,3-236,,,,
Wind Ensemble,Leidzen,,Barcarolle,1,1-12,,Optional Choir,Fox,,2:30,,
Wind Ensemble,Leidzen,,Debonnaire Overture,24,160,,Overture,Fischer,,8:00,,
Wind Ensemble,Leidzen,,First Swedish Rhapsody,24,159,,Rhapsody,Mills,,6:50,,
Wind Ensemble,"leist, robert",,timpat,31,398,,tympani solo,mills,,3:20,,
Wind Ensemble,lentz,,Bakonian legend,3,1-121,,Overture,Witmark,,3:;5,,Army ROTC
Wind Ensemble,leonard,,triolet,3,1-104,,trpt. Trio & band,remick,,4:30,,missing 2nd solo CDR
Wind Ensemble,Liadov,Goldman,Eight russian Folk songs - part 1,24,161,,Suite,Mills,,,,
Wind Ensemble,Liadov,Goldman,Eight russian Folk songs - part 2,24,162,,Suite,Mills,,,,
Wind Ensemble,Lillya,,"Childhood, Famtasy, A",24,163,,Fantasy,Witmark,,5:00,,
Wind Ensemble,Liszt,Bennett,Second Hungarian Rhapsody,31,414,,,MS,,,,
Wind Ensemble,"Little, Lowell",,Royal Groge,28,298,,Overture,Ludwig,,,full,amry
Wind Ensemble,"Livingston, david",,Mirage for band,34,490,,,Bourne,,4:15,full,
Wind Ensemble,"lobos, hector villa",Calliet,"song of our country, the",37,640,,aria,franco colombo,,,full,from Bachianas brasileiras No. 2 (see also folder # 575)
Wind Ensemble,"lobos, hector villa",Calliet,the song of our country,36,575,,,g. Ricordi,,,,from Bachianas brasileiras No. 2 (see also folder # 640)
Wind Ensemble,lockhart,Alford,"world in waiting for the sunrise, the",24,165,,March para.,Chappell,,2:45,,Needs good baritone
Wind Ensemble,Loesser,Lang,Guys & Dolls Overture,27,281,,Selection,Mills,,5:00,,
Wind Ensemble,Loesser,lang,most happy fella,30,359,,Show selections,Frank Music,,9:25,,
Wind Ensemble,Logan,"Alford, H",Pale moon,24,166,,Brass Solo,Forester,,,,
Wind Ensemble,Longa,,Chilean Tango,1,1-22,,Dance,Volkwein,,,,
Wind Ensemble,Longa,,Christmas Rhapsody,24,167,,Christmas Medley,Rubank,,5:30,,
Wind Ensemble,Losey,,Overture finale,24,168,,Overture,Barnhouse,,,,
Wind Ensemble,losey,,Zaraida polka,3,1-115,,Dance- brass solo,Volkwein,,,,
Wind Ensemble,Luigini,Laurendeau,Ballet Egyptien,24,164,,Ballet,Fischer,,,,
Wind Ensemble,Luther,Cailliet,"Mighty Fortress is our God, A",2,1-62,,religious,boosey-Hawkes,,,,
Wind Ensemble,Luthold,Whear,march Onward,31,417,,concert march,Ludwig,,,,
Wind Ensemble,"MacDermot, Galt","Whitcomb, Ken","Hair, selections from",36,618,,Show music,united artists,,5:30,cond,
Wind Ensemble,macdowell,isaac,to a wild rose,3,1-125,,,Fischer,,2:15,full,
Wind Ensemble,"Mahler, Gustav","Johnson, L.K.",Four songs by mahler,,853,,,manuscripts,,,,
Wind Ensemble,Mahr,,Fantasia in G major,,772,,,Kjos,,,,
Wind Ensemble,"Mahr, Timothy",,Hymn and Celebration,49,1059,,,Kjos Music Co.,,,,
Wind Ensemble,"Mailman, Martin",,Geometrics No. 1,37,650,,smymphonic band,Souther music co.,,5 min,,
Wind Ensemble,"Mailman, Martin",,Liturgical Music for band,36,558,,,Mills,,10:00,,
Wind Ensemble,"Mancini, Henry","bilik, Jerry",Moon river,35,526,,,Famous music Corp.,,,,
Wind Ensemble,"Mancini, Henry","Krance, John.",Mister lucky selections,32,437 &437a,,,Schirmer,,8:30,full,2 copies
Wind Ensemble,"Mancini, Henry","Krance, John.",Selections from Mr. Lucky,32,437-437a,,,Schirmer,,8:30,full,2 copies
Wind Ensemble,"Margolis, Bob",,Terpsichore,,,,Symphonic band,Manhatten Beach Music,,10:00,Full,Downloaded from the internet
Wind Ensemble,"Margolis, Bob",,Terpsichore,47,986,,,Manhattan Beach,,10 min,,downloaded from internet
Wind Ensemble,"Marrill, Bob",Hawkins,Carnival Selestions,32,432,,show,Robbins,,,,
Wind Ensemble,"martin, Robert / Pizzuto, Emanuelina",,Come to the Zoo,17,3-222,,,Bourne,,,,
Wind Ensemble,Mascangni,caneva,Cavalleria Rustican Fantasy,32,434,,Opera,Leonard,,,,
Wind Ensemble,"Maslanka, David",,Prelude on a Gregorian Tune,,808,,,Kjos,,,,
Wind Ensemble,"Massenet, Jules",Calilliet,Phedre,33,485,,Overture,Sam Fox,,9:52,Cond.,
Wind Ensemble,"Massenet, Jules",Safranek,Phedre,24,169,,Overture,Fischer,,,,
Wind Ensemble,mayeur,brooks,valse caprice,3,1-110,,clarinet & band,Fischer,,,,
Wind Ensemble,"McBeth, W. Francis",,Of sailors & whales,44,894,,,Southern Music,,,,
Wind Ensemble,"McBeth, W. Francis",,Praises,,802,,,Southern Music,,,,
Wind Ensemble,"McBeth, W. Francis",,Through Countless Halls of Air,47,995,,,,,13min,,Oversize score/ 3 mvmts.
Wind Ensemble,"McBeth, william F.",,Chant & Jubilo,37,644,,,Southern,,6;50,cond.,missing piccolo oboe
Wind Ensemble,"McBeth, william F.",,"Divergents, a short symphony for symphonic band",37,627,,Symphony,southern,,13.5 min,full & cond.,
Wind Ensemble,"McBeth, william F.",,Masque,36,619,,,southern,,,full,
Wind Ensemble,McBride,,Lonely Landscape,24,171,,Swing,Leeds,,7:00,,
Wind Ensemble,McCoy,,Lights Out,6,2-76,,march,Fischer,,,,
Wind Ensemble,"McHugh, Jimmy","Niehaus, Lennie",The Navy Swings,46,944,,March,,,,cond.,
Wind Ensemble,McKay,,three street corner sketches,24,172,,suite,G. Schirmer,,,full,
Wind Ensemble,McKay,,wake my up for the great jubilee,28,302,,variations,presser co.,,,full,
Wind Ensemble,Meacham,,American Patrol,10,37623,,Patrol,,,,,
Wind Ensemble,"Mendelssohn, Felix",gordon,three medelssohn chorales,14,3-48,,,Bourne,,,,
Wind Ensemble,"Mendelssohn, Felix",lake,"war march of the priests from ""Athalia""",3,1-111,,processional march,Fischer,,,,
Wind Ensemble,"Mendelssohn, Felix",Wright,Second Organ sonata,3,1-141,,brass band,Besson,,9 3/4 min,full,
Wind Ensemble,"Mendelssohn, Felix",,overture for band,29,336,,,schirmer,,,full,
Wind Ensemble,Mendez,,Juarez,31,415,,,Fischer,,,,
Wind Ensemble,"Mennin, Peter",,Canzona,32,441,,,Carl Fischer,,5 min,full,
Wind Ensemble,"Menotti, Gian Carlo","landg, P","Overture 7 Caccia, from ""the last savage""",34,518,,,"Franco colombo, Inc.",,,full.,
Wind Ensemble,"Menotti, Gian Carlo",Lang,Excerpts from Sebastian ballet,34,516,,Ballet,Ricordi,,,full,
Wind Ensemble,Mesang,,Magnus,2,1-64,,Overture,Schmitt,,4:30,,
Wind Ensemble,Meyerber,Lake,"Cornation March from ""the prophet""",24,170,,Concert March,Fischer,,,,
Wind Ensemble,miaskovsky,triumphal march,28,310,,,presser,,,,,
Wind Ensemble,Mieacer,,Naomi,24,174,,Episode,Volkwein,,4:30,full,
Wind Ensemble,"Miles, Capt. Alfred, and Zimmermann",Yoder,anchors Aweigh,5,2-6,,March,Robbins Music,,,,
Wind Ensemble,"Milhaud, Darius",,suite franaise,24,173,,suite,leeds,,16:00,cond,
Wind Ensemble,"Milhaud, Darius",,two marches,34,513,,,g. schirmer,,,full,in memoriam:gloria victoribus
